"id","district_id","neighborhood_id","name","street","housenumber","city","postcode","amenity","speciality","opening_hours","website","longitude","latitude","wheelchair","description","email","toilets_wheelchair","wheelchair_description","geometry","district","neighborhood"
"12708075965","11009009","910",Dermatologie Dr. med. Ilka Herrgott,Wendenschloßstraße,,Berlin,"12557",practice,dermatology,"Mo 09:00-15:00; Tu 09:00-13:00,14:00-18:00; We 09:00-14:00; Th 08:00-13:00,14:00-18:00; Fr 09:00-13:00 open ""nur nach Vereinbarung""; PH off",https://www.laserzentrum-koepenick.de,13.584553,52.428338,,,,,,POINT(13.584553 52.428338),Treptow-Köpenick,Friedrichshagen
"12708075969","11009009","910",Dermatologie Dr. med. Malgorzata Kazimierczak,Wendenschloßstraße,,Berlin,"12557",practice,dermatology,"Mo 09:00-15:00; Tu 09:00-13:00; We 09:00-14:00; Th 08:00-13:00,14:00-17:00; Fr 09:00-13:00 ||Fr, We ""nach Vereinbarung""; PH off",https://www.laserzentrum-koepenick.de,13.584540,52.428361,,,,,,POINT(13.58454 52.428361),Treptow-Köpenick,Friedrichshagen
"6029694388","11009009","901",Dermatologie Dr. med. Sabine Lehmann,Martin-Hoffmann-Straße,,Berlin,"12435",practice,dermatology,"Mo 09:00-13:00, 14:00-16:00; Tu 09:00-13:00; Th 09:00-13:00, 14:00-18:00; Fr 09:00-12:00 || ""nach Vereinbarung""",,13.459858,52.493992,,Fachärztin für klassische & ästhetische Dermatologie,,,,POINT(13.459858 52.493992),Treptow-Köpenick,Friedrichshagen
"13236768498","11007007","701",Dermatologie Nollendorfplatz,Nollendorfplatz,"3-4",Berlin,"10777",practice,dermatology,"Mo-Fr 10:00-12:00; Mo, Tu, Th 15:00-18:00",https://dermatologie-nollendorfplatz.de/,13.352238,52.499381,,Herzlich willkommen in der Dermatologie Nollendorfplatz  - Ambulante Operationen  - Proktologie  - Allergologie  - Laser  - STI  - Ästhetische Dermatologie,,,,POINT(13.352238 52.499381),Tempelhof-Schöneberg,Lichtenrade
"1515676194","11004004","405",Dermatologie am Kaiserdamm,Kaiserdamm,"26",Berlin,"14057",practice,dermatology,"Mo,Tu,Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00",https://www.derma-kaiserdamm.de/,13.281269,52.510200,yes,,,,,POINT(13.281269 52.5102),Charlottenburg-Wilmersdorf,Halensee
"10785164776","11004004","401",Dermatologie am Savignyplatz,Carmerstraße,"7",Berlin,"10623",practice,dermatology,,https://www.dermatologie-savigny.de/,13.323478,52.506986,no,,,,,POINT(13.323478 52.506986),Charlottenburg-Wilmersdorf,Halensee
"4949728991","11004004","401",Dermatologie des Westens,Kurfürstendamm,,Berlin,"10707",practice,dermatology,,https://dermatologiedeswestens.com/,13.310106,52.500688,,,,,,POINT(13.310106 52.500688),Charlottenburg-Wilmersdorf,Halensee
"8245997148","11004004","402",Dermatologische Praxis B18,Badensche Straße,"18",Berlin,"10715",practice,dermatology,,https://www.dermatologen-b18.de/,13.332473,52.486255,,,,,,POINT(13.332473 52.486255),Charlottenburg-Wilmersdorf,Halensee
"7073849640","11002002","202",Dermazentrum Berlin,Bergmannstraße 5-7,,Berlin,,clinic,dermatology,"Mo,Th 09:00-13:00, 14:00-18:00; Tu 08:00-12:30, 14:00-17:00; We 08:00-13:30; Fr ""nach Vereinbarung""",https://www.dzb-berlin.de/,13.389023,52.489516,,,,,,POINT(13.389023 52.489516),Friedrichshain-Kreuzberg,Kreuzberg
"7563821252","11004004","402",Detmolder Hausärztliche Gemeinschaftspraxis,Detmolder Straße,"10",Berlin,"10715",group_practice,general,"Mo 09:00-14:00,16:00-18:00; Tu 09:00-12:00,13:00-18:00; We,Th 09:00-14:00; Fr 09:00-12:00; PH off",https://www.praxis-detmolder10.de,13.324726,52.478902,,,,,,POINT(13.324726 52.478902),Charlottenburg-Wilmersdorf,Halensee
"32361819","11001001","105",Deutsches Herzzentrum der Charité - Standort Augustenburger Platz,Augustenburger Platz,"1",Berlin,"13353",clinic,cardiology;cardiothoracic_surgery;intensive;angiology;anaesthetics,,https://www.dhzc.charite.de/,13.347348,52.542225,yes,,,,,POINT(13.347348 52.542225),Mitte,Gesundbrunnen
"12306933222","11003003","307",Diabetespraxis Dr. med. Hermann Braun,Breite Straße,,Berlin,"13187",practice,internal;diabetology,"Mo,Th 08:00-12:30; Tu 08:00-12:30,14:00-17:00; We 12:00-20:00",,13.410648,52.570855,,,,,,POINT(13.410648 52.570855),Pankow,Wilhelmsruh
"9252598617","11001001","103",Diabetespraxis Tiergarten,Joseph-Haydn-Straße,"1",Berlin,"10557",practice,diabetology,Mo 10:00-16:00; Tu 12:00-18:00; We 09:00-14:00; Th 09:00-16:30; Fr 09:00-14:00,https://www.diabetologe-berlin.de,13.337169,52.514819,,,,,,POINT(13.337169 52.514819),Mitte,Gesundbrunnen
"9543735482","11006006","601",Diabetologie Steglitz,Gutsmuthsstraße,"24",Berlin,"12163",practice,internal;diabetology,"Mo,Tu 08:00-18:00; We 08:00-13:30; Th 08:00-12:00,14:30-18:00; Fr 08:00-13:00",https://www.diabetologie-steglitz.de/,13.325603,52.464453,yes,,,,,POINT(13.325603 52.464453),Steglitz-Zehlendorf,Wannsee
"5077036504","11002002","201",Diabetologie am Ostkreuz,Neue Bahnhofstraße,"27",Berlin,,practice,endocrinology;general,"Mo 10:00-19:00; Tu,Th,Fr 08:00-13:00; We 13:00-18:00",https://www.diabetologie-am-ostkreuz.de,13.469796,52.505919,no,,,,,POINT(13.469796 52.505919),Friedrichshain-Kreuzberg,Kreuzberg
"12306933221","11003003","307",Diagnostikum Berlin,Breite Straße,,Berlin,"13187",practice,radiology,Mo-Fr 08:00-18:00,,13.410603,52.570845,,,,,,POINT(13.410603 52.570845),Pankow,Wilhelmsruh
"12475618296","11008008","805",Diagnostikum Berlin,Johannisthaler Chaussee,"317",Berlin,"12351",practice,radiology,"Mo-Fr 08:00-16:00; Sa ""nach Vereinbarung""; PH off",,13.456876,52.430279,,,,,,POINT(13.456876 52.430279),Neukölln,Gropiusstadt
"3878798863","11009009","910",Diagnostikum Berlin,Mahlsdorfer Straße,,Berlin,"12555",practice,radiology,"Mo-Th 07:00-20:00, Fr 07:00-18:00;PH off",https://www.diagnostikum-berlin.de/mahlsdorfer-strasse-107/,13.579899,52.459652,,,info@diagnostikum-berlin.de,,,POINT(13.579899 52.459652),Treptow-Köpenick,Friedrichshagen
"3874578114","11009009","901",Dialyse am Treptower Park,Puschkinallee,"6ab",Berlin,"12435",practice,nephrology,Mo-Th 08:00-19:00; Fr 08:00-16:00,https://dialyse-treptow.de/,13.456079,52.494175,,,,,,POINT(13.456079 52.494175),Treptow-Köpenick,Friedrichshagen
"5907062228","11007007","701",Dialysezentrum,Hauptstraße,"87",Berlin,"12159",clinic,nephrology,"Mo-Fr 10:00-14:00 || ""nach Vereinbarung""",,13.339543,52.474642,yes,,,,,POINT(13.339543 52.474642),Tempelhof-Schöneberg,Lichtenrade
"12180057960","11003003","301",Die Frauenarztpraxis am Kollwitzplatz,Kollwitzstraße,,Berlin,"10435",practice,gynaecology,,,13.419094,52.536951,no,,,,,POINT(13.419094 52.536951),Pankow,Wilhelmsruh
"8866296174","11002002","201",Die Hand,Markgrafendamm,"24",Berlin,"10245",practice,occupational,,https://www.diehand.de/praxis-ostkreuz,13.462076,52.502684,,,,,,POINT(13.462076 52.502684),Friedrichshain-Kreuzberg,Kreuzberg
"5984057785","11003003","301",Die Hausärzte,Stargarder Straße,"69",Berlin,"10437",practice,general,"Mo-Fr 07:00-09:00, Mo-Th 14:00-15:00",https://www.die-hausaerzte.berlin/,13.418635,52.546524,,,,,,POINT(13.418635 52.546524),Pankow,Wilhelmsruh
"6312334285","11012012","1202",Dr. Christine Haebler,Tile-Brügge-Weg,,Berlin,"13509",practice,general,,,13.290171,52.591430,,,,,,POINT(13.290171 52.59143),Reinickendorf,Borsigwalde
"7942835896","11007007","701",Die Hautambulanz,Bülowstraße,"23",Berlin,"10783",practice,dermatology;proctology,Mo-Fr 09:00-15:00,https://www.die-hautambulanz.de/,13.360903,52.497754,,,email@die-hautambulanz.de,,,POINT(13.360903 52.497754),Tempelhof-Schöneberg,Lichtenrade
"2631985288","11010010","1005",Die Helle Praxis,Teterower Ring,"58",Berlin,"12619",practice,,"Mo-Fr 08:00-12:00, Mo-Fr 08:00-09:00 open ""Akutsprechstunde"", Mo,We 15:00-18:00; PH off",https://www.diehellepraxis.de/,13.583923,52.521241,limited,,info@diehellepraxis.de,,,POINT(13.583923 52.521241),Marzahn-Hellersdorf,Hellersdorf
"8542075826","11012012","1205",Die Nervenärzte,Ludolfingerplatz,"4",Berlin,"13465",practice,neurology;psychiatry,Mo 09:00-17:00; Tu 08:00-14:00; We 09:00-18:00; Th 08:30-15:30; Fr 09:00-13:30,https://dienervenaerzte.de/,13.288120,52.633187,no,,,,,POINT(13.28812 52.633187),Reinickendorf,Borsigwalde
"3799268654","11007007","701",Die Radiologie Berlin Praxisgemeinschaft,Eisenacher Straße,"60/61",Berlin,"10823",group_practice,radiology,Mo-Sa 07:00-20:00,https://www.die-radiologie.berlin/,13.352340,52.484958,limited,,,,,POINT(13.35234 52.484958),Tempelhof-Schöneberg,Lichtenrade
"8013031518","11007007","706",Dieter Mönkediek,Prinzessinnenstraße,,Berlin,"12307",practice,child_psychiatry,"open ""nach Vereinbarung""",,13.394634,52.386481,,"Kinder- und Jugendlichenpsychotherapeut, Psychotherapeut für Tiefenpsychologie und Analyse, alle Kassen und privat",,,,POINT(13.394634 52.386481),Tempelhof-Schöneberg,Lichtenrade
"7544210924","11007007","702",Dilek Raddatz,Südwestkorso,"73",Berlin,"12161",practice,internal;diabetology,"Mo,We,Th 08:30-13:30; Tu 13:00-18:00",https://praxis-raddatz.de,13.326574,52.476315,,Fachärztin für Innere Medizin; Diabetologin,,,,POINT(13.326574 52.476315),Tempelhof-Schöneberg,Lichtenrade
"5617999845","11007007","701",Dilek Şahin,Gustav-Müller-Platz,"7",Berlin,"10829",practice,internal,"Mo-Tu,Th 08:00-12:30,15:00-17:30",,13.362203,52.483843,,,,,,POINT(13.362203 52.483843),Tempelhof-Schöneberg,Lichtenrade
"10995087336","11012012","1210",Dipl. Med. Cornelia Kutscherskij,Bäderweg,,Berlin,"13439",practice,general,"Mo 08:00-13:00,15:00-17:00; Tu,Th 08:15-13:00,15:00-18:00; We,Fr 08:15-13:00 || ""nach Vereinbarung""",,13.355635,52.598204,yes,,,,,POINT(13.355635 52.598204),Reinickendorf,Borsigwalde
"12706554901","11011011","1102",Dipl. Med. Tino Heinevetter,Weseler Straße,"17A",Berlin,"10318",practice,,"Mo, We 07:00-12:30; Tu, Th 15:00-18:30; Fr 08:00-11:30",,13.527105,52.483334,,,,,,POINT(13.527105 52.483334),Lichtenberg,Rummelsburg
"6764573671","11006006","602",Dipl. Psych. Birgit Mende,Jägerstraße,,Berlin,"12209",practice,psychiatry,"""Nach Vereinbarung""",,13.330699,52.426168,,,,,,POINT(13.330699 52.426168),Steglitz-Zehlendorf,Wannsee
"7446716594","11008008","801",Dipl. Psych. Güler Şaştimdur-Bitterhof,Donaustraße,"130",Berlin,"12043",practice,depth,"""nach Vereinbarung""",,13.430167,52.485255,,"Psychologische Psychotherapeutin, Psychotherapie / Psychoanalyse",,,,POINT(13.430167 52.485255),Neukölln,Gropiusstadt
