id,name,brand,operator,address,latitude,longitude,district,district_id,neighborhood,neighborhood_id,opening_hours,car_wash,compressed_air,wheelchair,fuel:diesel,fuel:octane_95,geometry_wkt
10780836082,unknown gas station,,,,52.4914981,13.6055196,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.60552 52.491498)
10780836083,unknown gas station,,,,52.49144,13.6059465,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.605946 52.49144)
10780836084,unknown gas station,,,,52.4913709,13.6064271,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.606427 52.491371)
10780836085,unknown gas station,,,,52.4913092,13.6068724,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.606872 52.491309)
10780836086,unknown gas station,,,,52.4912457,13.6073282,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.607328 52.491246)
10784004587,unknown gas station,,,,52.4848145,13.586717,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,,,,,POINT (13.586717 52.484814)
10784004588,unknown gas station,,,,52.4846523,13.586346,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,,,,,POINT (13.586346 52.484652)
10784004589,unknown gas station,,,,52.4845223,13.5860512,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,,,,,POINT (13.586051 52.484522)
10784004590,unknown gas station,,,,52.4843253,13.5856097,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,,,,,POINT (13.58561 52.484325)
10784004591,unknown gas station,,,,52.4841493,13.5852114,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,,,,,POINT (13.585211 52.484149)
10784004592,unknown gas station,,,,52.4840341,13.5849767,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,,,,,POINT (13.584977 52.484034)
10790424739,unknown gas station,,Berliner Stadtwerke,,52.4208928,13.4753413,Neukölln,11008008,Gropiusstadt,0805,,,,,,,POINT (13.475341 52.420893)
10797719922,unknown gas station,,Lidl,,52.5460547,13.5756313,Marzahn-Hellersdorf,11010010,Marzahn,1001,,,,,,,POINT (13.575631 52.546055)
10814314772,unknown gas station,,Berliner Stadtwerke,,52.4432759,13.5031276,Treptow-Köpenick,11009009,Johannisthal,0904,,,,,,,POINT (13.503128 52.443276)
10817777040,unknown gas station,,,,52.4955389,13.5656552,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.565655 52.495539)
10817777043,unknown gas station,,,,52.4953439,13.5656002,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.5656 52.495344)
10817777044,unknown gas station,,,,52.4951156,13.5655308,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.565531 52.495116)
10817777055,unknown gas station,,,,52.4945167,13.5652557,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.565256 52.494517)
10817777056,unknown gas station,,,,52.4937885,13.5651434,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.565143 52.493788)
10823787279,unknown gas station,,ubitricity,,52.5223032,13.6165158,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.616516 52.522303)
10823787280,unknown gas station,,ubitricity,,52.5221066,13.6170868,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.617087 52.522107)
10823787281,unknown gas station,,ubitricity,,52.5218397,13.6178447,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.617845 52.52184)
10824172699,unknown gas station,,,,52.4923916,13.5645954,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.564595 52.492392)
10824172700,unknown gas station,,,,52.4928,13.5647513,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.564751 52.4928)
10824172701,unknown gas station,,,,52.493012,13.5648363,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.564836 52.493012)
10852783583,unknown gas station,,Charité,,52.5247364,13.376642,Mitte,11001001,Mitte,0101,,,,,,,POINT (13.376642 52.524736)
10852876118,unknown gas station,,Berliner Stadtwerke,,52.4869762,13.4642389,Treptow-Köpenick,11009009,Plänterwald,0902,,,,,,,POINT (13.464239 52.486976)
10868939603,unknown gas station,,,,52.5510776,13.3921833,Mitte,11001001,Gesundbrunnen,0106,,,,,,,POINT (13.392183 52.551078)
10880227413,unknown gas station,,Deutsche Telekom,,52.5484318,13.4477252,Pankow,11003003,Weißensee,0302,,,,,,,POINT (13.447725 52.548432)
10882954116,unknown gas station,,,,52.4985745,13.4030498,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,,,,,,,POINT (13.40305 52.498574)
10902529155,unknown gas station,,Berliner Stadtwerke,,52.5293162,13.377477,Mitte,11001001,Mitte,0101,,,,limited,,,POINT (13.377477 52.529316)
10914516040,unknown gas station,,Berliner Stadtwerke KommunalPartner GmbH,,52.4392664,13.3439319,Steglitz-Zehlendorf,11006006,Lankwitz,0603,24/7,,,,,,POINT (13.343932 52.439266)
10916802596,ubitricity,ubitricity,ubitricity,,52.5007389,13.555071,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.555071 52.500739)
10916823052,ubitricity,ubitricity,ubitricity,,52.5004317,13.5552504,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.55525 52.500432)
10916823053,ubitricity,ubitricity,ubitricity,,52.5000685,13.5554113,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.555411 52.500068)
10916832121,Berlin_Siemensstraße_3,,Miha Charge,,52.4437218,13.3367021,Steglitz-Zehlendorf,11006006,Lankwitz,0603,,,,,,,POINT (13.336702 52.443722)
10916832122,Berlin_Siemensstraße_1,,Miha Charge,,52.4436091,13.3362714,Steglitz-Zehlendorf,11006006,Lankwitz,0603,,,,,,,POINT (13.336271 52.443609)
10916832123,Berlin_Siemensstraße_2,,Miha Charge,,52.4435642,13.3360919,Steglitz-Zehlendorf,11006006,Lankwitz,0603,,,,,,,POINT (13.336092 52.443564)
10923587351,unknown gas station,,Berliner Stadtwerke,,52.5318319,13.4284993,Pankow,11003003,Prenzlauer Berg,0301,,,,,,,POINT (13.428499 52.531832)
10956681743,unknown gas station,,ubitricity,,52.5158789,13.6371944,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.637194 52.515879)
10956681744,unknown gas station,,ubitricity,,52.5162673,13.6378173,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.637817 52.516267)
10956681745,unknown gas station,,ubitricity,,52.5167937,13.6381048,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.638105 52.516794)
10956681748,unknown gas station,,ubitricity,,52.5170133,13.63754,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.63754 52.517013)
10956681754,unknown gas station,,ubitricity,,52.5170145,13.6372287,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.637229 52.517014)
10956681755,unknown gas station,,ubitricity,,52.5171736,13.6365712,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.636571 52.517174)
10961198949,ubitricity,ubitricity,ubitricity,,52.5147604,13.5546669,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.554667 52.51476)
10961198950,ubitricity,ubitricity,ubitricity,,52.5152052,13.5547573,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.554757 52.515205)
10961198951,ubitricity,ubitricity,ubitricity,,52.5160933,13.5549612,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.554961 52.516093)
10961198952,ubitricity,ubitricity,ubitricity,,52.5166931,13.555093,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.555093 52.516693)
10961198953,ubitricity,ubitricity,ubitricity,,52.5170497,13.5551623,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.555162 52.51705)
10961198954,ubitricity,ubitricity,ubitricity,,52.5173408,13.555232,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.555232 52.517341)
10961198955,ubitricity,ubitricity,ubitricity,,52.5204571,13.5559224,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.555922 52.520457)
10961198956,ubitricity,ubitricity,ubitricity,,52.5207575,13.5559865,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.555986 52.520758)
10961198957,ubitricity,ubitricity,ubitricity,,52.5210324,13.5560468,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.556047 52.521032)
10961198958,ubitricity,ubitricity,ubitricity,,52.5217097,13.5561981,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.556198 52.52171)
10961198959,ubitricity,ubitricity,ubitricity,,52.5219558,13.5562497,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.55625 52.521956)
10961198960,ubitricity,ubitricity,ubitricity,,52.5222414,13.5563229,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.556323 52.522241)
10961226421,ubitricity,ubitricity,ubitricity,,52.4977963,13.5615469,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.561547 52.497796)
10961226422,ubitricity,ubitricity,ubitricity,,52.497823,13.5606417,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.560642 52.497823)
10961226423,ubitricity,ubitricity,ubitricity,,52.497855,13.559509,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.559509 52.497855)
10961226424,ubitricity,ubitricity,ubitricity,,52.49788,13.558847,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,,,,,POINT (13.558847 52.49788)
10968173733,unknown gas station,,,,52.4460376,13.6252779,Treptow-Köpenick,11009009,Friedrichshagen,0911,24/7,,,,,,POINT (13.625278 52.446038)
10983736845,E-Tankstelle,,,,52.5076274,13.3156825,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,,,,,,,POINT (13.315682 52.507627)
10989979756,ubitricity,ubitricity,ubitricity,,52.6271353,13.3148722,Reinickendorf,11012012,Hermsdorf,1206,24/7,,,,,,POINT (13.314872 52.627135)
10989979757,ubitricity,ubitricity,ubitricity,,52.6272509,13.3145089,Reinickendorf,11012012,Hermsdorf,1206,24/7,,,,,,POINT (13.314509 52.627251)
10989979758,ubitricity,ubitricity,ubitricity,,52.6273985,13.3140839,Reinickendorf,11012012,Hermsdorf,1206,24/7,,,,,,POINT (13.314084 52.627398)
10989979759,ubitricity,ubitricity,ubitricity,,52.6276561,13.3128228,Reinickendorf,11012012,Hermsdorf,1206,24/7,,,,,,POINT (13.312823 52.627656)
10992123795,unknown gas station,,Deutsche Telekom,,52.5102494,13.4902528,Lichtenberg,11011011,Lichtenberg,1103,24/7,,,,,,POINT (13.490253 52.510249)
10992123796,unknown gas station,,Deutsche Telekom,,52.5102097,13.4904269,Lichtenberg,11011011,Lichtenberg,1103,24/7,,,,,,POINT (13.490427 52.51021)
10994679772,unknown gas station,,Deutsche Telekom,,52.5100373,13.4904974,Lichtenberg,11011011,Lichtenberg,1103,24/7,,,,,,POINT (13.490497 52.510037)
11001975585,unknown gas station,,Berliner Stadtwerke,,52.3888367,13.3943084,Tempelhof-Schöneberg,11007007,Lichtenrade,0706,24/7,,,,,,POINT (13.394308 52.388837)
11001999977,unknown gas station,Shell Recharge,Shell Recharge Solutions,,52.3872761,13.4079473,Tempelhof-Schöneberg,11007007,Lichtenrade,0706,24/7,,,,,,POINT (13.407947 52.387276)
11002118252,unknown gas station,,Berliner Stadtwerke,,52.4358377,13.382155,Tempelhof-Schöneberg,11007007,Mariendorf,0704,24/7,,,,,,POINT (13.382155 52.435838)
11009507093,ubitricity,ubitricity,ubitricity,,52.4360302,13.5371552,Treptow-Köpenick,11009009,Adlershof,0907,,,,,,,POINT (13.537155 52.43603)
11010190396,unknown gas station,,Berliner Stadtwerke,,52.4993019,13.4143679,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,,,,,,,POINT (13.414368 52.499302)
11012101799,unknown gas station,,ubitricity,,52.4395779,13.5086835,Treptow-Köpenick,11009009,Johannisthal,0904,,,,,,,POINT (13.508684 52.439578)
11012101800,unknown gas station,,ubitricity,,52.4395466,13.5092708,Treptow-Köpenick,11009009,Johannisthal,0904,,,,,,,POINT (13.509271 52.439547)
11015531576,unknown gas station,,"Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz Berlin",,52.4783067,13.4426524,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.442652 52.478307)
11015531577,unknown gas station,,"Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz Berlin",,52.4783415,13.4425946,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.442595 52.478342)
11033859331,unknown gas station,qwello,Qwello,,52.5440099,13.3724679,Mitte,11001001,Gesundbrunnen,0106,24/7,,,,,,POINT (13.372468 52.54401)
11033859332,unknown gas station,qwello,Qwello,,52.544017,13.3724352,Mitte,11001001,Gesundbrunnen,0106,24/7,,,,,,POINT (13.372435 52.544017)
11034231172,unknown gas station,,Compleo,,52.5047657,13.431222,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,,,,,,,POINT (13.431222 52.504766)
11035811470,unknown gas station,EnBW,EnBW Energie Baden-Württemberg AG,,52.5097254,13.3633003,Mitte,11001001,Tiergarten,0104,,,,,,,POINT (13.3633 52.509725)
11036706065,unknown gas station,,Berliner Stadtwerke,,52.503172,13.3901164,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,,,,,,,POINT (13.390116 52.503172)
11042351957,unknown gas station,,,,52.5082287,13.5284251,Lichtenberg,11011011,Friedrichsfelde,1101,,,,,,,POINT (13.528425 52.508229)
11042351958,unknown gas station,,,,52.5082287,13.528462,Lichtenberg,11011011,Friedrichsfelde,1101,,,,,,,POINT (13.528462 52.508229)
11050892852,unknown gas station,,Jelbi,,52.6362536,13.4913839,Pankow,11003003,Buch,0309,24/7,,,,,,POINT (13.491384 52.636254)
11061677158,unknown gas station,,Berliner Stadtwerke,,52.4935405,13.3519338,Tempelhof-Schöneberg,11007007,Schöneberg,0701,,,,,,,POINT (13.351934 52.49354)
11066603793,unknown gas station,,,,52.4329738,13.4630938,Neukölln,11008008,Buckow,0803,,,,,,,POINT (13.463094 52.432974)
11073927710,unknown gas station,,Berliner Stadtwerke,,52.4941104,13.4230691,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.423069 52.49411)
11085292706,unknown gas station,LichtBlick eMobility,,,52.3911897,13.395463,Tempelhof-Schöneberg,11007007,Lichtenrade,0706,24/7,,,,,,POINT (13.395463 52.39119)
11085518922,unknown gas station,,Berliner Stadtwerke GmbH,,52.5062585,13.5572237,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.557224 52.506258)
11091093588,Esso Lichtenrader Damm,,Esso,,52.3879584,13.4083255,Tempelhof-Schöneberg,11007007,Lichtenrade,0706,24/7,,,,,,POINT (13.408326 52.387958)
11098758480,unknown gas station,TotalEnergies,TotalEnergies,,52.5233014,13.3398613,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.339861 52.523301)
11101385054,unknown gas station,TotalEnergies,TotalEnergies,,52.5255294,13.3347204,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.33472 52.525529)
11101400501,unknown gas station,TotalEnergies,TotalEnergies,,52.5255319,13.3346506,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.334651 52.525532)
11104965813,unknown gas station,,Berliner Stadtwerke GmbH,,52.505434,13.5670238,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.567024 52.505434)
11119441688,unknown gas station,Shell Recharge,Shell Recharge Solutions,,52.5661126,13.3947164,Pankow,11003003,Pankow,0307,,,,,,,POINT (13.394716 52.566113)
11122021060,unknown gas station,,Qwello,,52.4773715,13.4371306,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.437131 52.477372)
11122021061,unknown gas station,,Qwello,,52.4773811,13.437204,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.437204 52.477381)
11122053150,unknown gas station,,E.ON,,52.5300293,13.424861,Pankow,11003003,Prenzlauer Berg,0301,,,,,,,POINT (13.424861 52.530029)
11122053151,unknown gas station,,E.ON,,52.5300539,13.4247966,Pankow,11003003,Prenzlauer Berg,0301,,,,,,,POINT (13.424797 52.530054)
11122066005,unknown gas station,,Qwello,,52.4707715,13.4451978,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.445198 52.470772)
11122066006,unknown gas station,,Qwello,,52.4707795,13.4452675,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.445268 52.47078)
11128418550,unknown gas station,,Lidl,,52.5467165,13.4285646,Pankow,11003003,Prenzlauer Berg,0301,,,,,,,POINT (13.428565 52.546716)
11128492822,unknown gas station,,Vattenfall,,52.5475282,13.4299299,Pankow,11003003,Prenzlauer Berg,0301,,,,,,,POINT (13.42993 52.547528)
11132634153,unknown gas station,,Qwello,,52.5507838,13.3914795,Mitte,11001001,Gesundbrunnen,0106,,,,,,,POINT (13.39148 52.550784)
11133630090,unknown gas station,,Berliner Stadtwerke,,52.5518409,13.3883009,Mitte,11001001,Gesundbrunnen,0106,,,,,,,POINT (13.388301 52.551841)
11134750763,unknown gas station,,Kaufland,,52.5231097,13.4626004,Pankow,11003003,Prenzlauer Berg,0301,,,,,,,POINT (13.4626 52.52311)
11135562970,unknown gas station,,Berliner Stadtwerke,,52.5254364,13.3234502,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.32345 52.525436)
11141727341,unknown gas station,,Lidl,,52.5134641,13.6116613,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,,,,,POINT (13.611661 52.513464)
11224124982,unknown gas station,,,,52.439436,13.4088607,Tempelhof-Schöneberg,11007007,Mariendorf,0704,,,,,,,POINT (13.408861 52.439436)
11224415397,unknown gas station,,Berliner Stadtwerke,,52.4993211,13.3162014,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,,,,,,,POINT (13.316201 52.499321)
11224415398,unknown gas station,,Berliner Stadtwerke,,52.4993267,13.3161305,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,,,,,,,POINT (13.31613 52.499327)
11224415399,unknown gas station,,Berliner Stadtwerke,,52.4993258,13.3160577,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,,,,,,,POINT (13.316058 52.499326)
11225246237,unknown gas station,,Qwello,,52.5477934,13.3592718,Mitte,11001001,Wedding,0105,,,,,,,POINT (13.359272 52.547793)
11225246238,unknown gas station,,Qwello,,52.5477557,13.3592089,Mitte,11001001,Wedding,0105,,,,,,,POINT (13.359209 52.547756)
11227904777,unknown gas station,,EZE,,52.5064022,13.376785,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,,,,,,,POINT (13.376785 52.506402)
11232602778,unknown gas station,,,,52.4817846,13.4446548,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.444655 52.481785)
11232602780,unknown gas station,,,,52.4817632,13.4446258,Neukölln,11008008,Neukölln,0801,,,,,,,POINT (13.444626 52.481763)
11237820793,unknown gas station,,Berliner Stadtwerke,,52.492267,13.4363394,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,,,,,,,POINT (13.436339 52.492267)
11247383501,Innogy,Innogy,Innogy,,52.5700193,13.5666909,Marzahn-Hellersdorf,11010010,Marzahn,1001,,,,,,,POINT (13.566691 52.570019)
11255411458,unknown gas station,,Lidl,,52.5696416,13.5693989,Marzahn-Hellersdorf,11010010,Marzahn,1001,,,,,,,POINT (13.569399 52.569642)
11263969451,unknown gas station,,,,52.4406881,13.4594443,Neukölln,11008008,Buckow,0803,24/7,,,,,,POINT (13.459444 52.440688)
11279330140,unknown gas station,,TotalEnergies,,52.5327238,13.345007,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.345007 52.532724)
11279330141,unknown gas station,,TotalEnergies,,52.5327654,13.3450755,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.345076 52.532765)
11281423109,unknown gas station,,Berliner Stadtwerke,,52.5329184,13.3953879,Mitte,11001001,Mitte,0101,,,,,,,POINT (13.395388 52.532918)
11292967691,unknown gas station,,technagon,,52.4877394,13.3903303,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,,,,,,,POINT (13.39033 52.487739)
11301423049,ubitricity,ubitricity,ubitricity,,52.4654986,13.4932131,Treptow-Köpenick,11009009,Baumschulenweg,0903,,,,,,,POINT (13.493213 52.465499)
11301423050,unknown gas station,,,,52.4658473,13.4927225,Treptow-Köpenick,11009009,Baumschulenweg,0903,,,,,,,POINT (13.492722 52.465847)
11301423053,ubitricity,ubitricity,ubitricity,,52.4662484,13.4921622,Treptow-Köpenick,11009009,Baumschulenweg,0903,,,,,,,POINT (13.492162 52.466248)
11343302811,unknown gas station,,Shell Recharge Solutions,,52.542745,13.3774858,Mitte,11001001,Gesundbrunnen,0106,,,,,,,POINT (13.377486 52.542745)
11345835067,unknown gas station,,Shell,,52.547659,13.194174,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.194174 52.547659)
11358013403,ubitricity,ubitricity,ubitricity,,52.4256944,13.3614503,Steglitz-Zehlendorf,11006006,Lankwitz,0603,24/7,,,,,,POINT (13.36145 52.425694)
11358013405,ubitricity,ubitricity,ubitricity,,52.4264666,13.361414,Steglitz-Zehlendorf,11006006,Lankwitz,0603,24/7,,,,,,POINT (13.361414 52.426467)
11366145838,ubitricity,ubitricity,ubitricity,,52.634175,13.2962612,Reinickendorf,11012012,Frohnau,1205,24/7,,,,,,POINT (13.296261 52.634175)
11366353954,ubitricity,ubitricity,ubitricity,,52.5469909,13.1982826,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.198283 52.546991)
11366353955,ubitricity,ubitricity,ubitricity,,52.5467289,13.1986231,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.198623 52.546729)
11366353957,ubitricity,ubitricity,ubitricity,,52.5466072,13.1991892,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.199189 52.546607)
11366353965,unknown gas station,Elektrisch unterwegs,Unitrocity,,52.5457546,13.2004119,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.200412 52.545755)
11366353966,unknown gas station,Elektrisch unterwegs,Unitticity,,52.5454403,13.2003204,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.20032 52.54544)
11372857201,unknown gas station,,,,52.4120648,13.5580616,Treptow-Köpenick,11009009,Altglienicke,0906,,,,,,,POINT (13.558062 52.412065)
11391712064,unknown gas station,,,,52.5473675,13.1974066,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.197407 52.547368)
11391712065,unknown gas station,,,,52.5474164,13.1969776,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.196978 52.547416)
11394063897,unknown gas station,,Ubitricity Gesellschaft für verteilte Energiesysteme mbH,,52.5447407,13.2011819,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.201182 52.544741)
11394063898,unknown gas station,,Ubitricity Gesellschaft für verteilte Energiesysteme mbH,,52.544713,13.2007221,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.200722 52.544713)
11394063899,unknown gas station,,Ubitricity Gesellschaft für verteilte Energiesysteme mbH,,52.5444126,13.202373,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.202373 52.544413)
11394063900,ubitricity,ubitricity,ubitricity,,52.54874,13.2067478,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.206748 52.54874)
11394063901,ubitricity,ubitricity,ubitricity,,52.5487898,13.2075933,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.207593 52.54879)
11394063902,ubitricity,ubitricity,ubitricity,,52.5489302,13.2080614,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.208061 52.54893)
11394063903,unknown gas station,,,,52.5486001,13.2024318,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.202432 52.5486)
11394063904,ubitricity,ubitricity,ubitricity,,52.5485374,13.2013788,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.201379 52.548537)
11394063905,unknown gas station,Compleo,Berliner Stadtwerke,,52.5484157,13.1998757,Spandau,11005005,Spandau,0501,,,,,,,POINT (13.199876 52.548416)
11394569706,unknown gas station,,Shell,,52.5549119,13.3916442,Mitte,11001001,Gesundbrunnen,0106,,,,,,,POINT (13.391644 52.554912)
11395600088,unknown gas station,,Berliner Stadtwerke,,52.531371,13.409105,Pankow,11003003,Prenzlauer Berg,0301,,,,,,,POINT (13.409105 52.531371)
11398020998,ubitricity,ubitricity,ubitricity,,52.6353146,13.2982593,Reinickendorf,11012012,Frohnau,1205,24/7,,,,,,POINT (13.298259 52.635315)
11398020999,ubitricity,ubitricity,ubitricity,,52.635444,13.2988049,Reinickendorf,11012012,Frohnau,1205,24/7,,,,,,POINT (13.298805 52.635444)
11398021000,ubitricity,ubitricity,ubitricity,,52.6355377,13.3018652,Reinickendorf,11012012,Frohnau,1205,24/7,,,,,,POINT (13.301865 52.635538)
11398021001,ubitricity,ubitricity,ubitricity,,52.6354271,13.3013854,Reinickendorf,11012012,Frohnau,1205,24/7,,,,,,POINT (13.301385 52.635427)
11398021002,ubitricity,ubitricity,ubitricity,,52.6342965,13.296759,Reinickendorf,11012012,Frohnau,1205,24/7,,,,,,POINT (13.296759 52.634296)
11398021003,ubitricity,ubitricity,ubitricity,,52.6338127,13.292848,Reinickendorf,11012012,Frohnau,1205,24/7,,,,,,POINT (13.292848 52.633813)
11406955484,unknown gas station,,Berliner Stadtwerke,,52.4761385,13.3430112,Tempelhof-Schöneberg,11007007,Schöneberg,0701,,,,,,,POINT (13.343011 52.476138)
11416801123,unknown gas station,,,,52.5188425,13.5648952,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.564895 52.518842)
11423703408,ubitricity,ubitricity,ubitricity,,52.4218436,13.3558227,Steglitz-Zehlendorf,11006006,Lankwitz,0603,,,,,,,POINT (13.355823 52.421844)
11423703409,ubitricity,ubitricity,ubitricity,,52.421955,13.3555276,Steglitz-Zehlendorf,11006006,Lankwitz,0603,,,,,,,POINT (13.355528 52.421955)
11423703410,ubitricity,ubitricity,ubitricity,,52.4220584,13.3552631,Steglitz-Zehlendorf,11006006,Lankwitz,0603,,,,,,,POINT (13.355263 52.422058)
11427437873,unknown gas station,TotalEnergies,TotalEnergies,,52.527244,13.3454538,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.345454 52.527244)
11427437874,unknown gas station,TotalEnergies,TotalEnergies,,52.5271422,13.3454554,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.345455 52.527142)
11451930674,ubitricity,ubitricity,ubitricity,,52.4534125,13.5190265,Treptow-Köpenick,11009009,Niederschöneweide,0905,,,,,,,POINT (13.519026 52.453412)
11451930675,ubitricity,ubitricity,ubitricity,,52.4531214,13.5204167,Treptow-Köpenick,11009009,Niederschöneweide,0905,,,,,,,POINT (13.520417 52.453121)
11451930676,ubitricity,ubitricity,ubitricity,,52.4529673,13.5212066,Treptow-Köpenick,11009009,Niederschöneweide,0905,,,,,,,POINT (13.521207 52.452967)
