id,element,source_osm_id,name,addr:street,addr:housenumber,addr:postcode,addr:city,phone,contact:phone,email,contact:email,website,contact:website,opening_hours,operator,wheelchair,wheelchair:description,emergency,lat,lon,geometry,lor_id,district,district_id,neighborhood,neighborhood_id
4174131466,node,node/4174131466,Tierarztpraxis Dr. med. vet. Joachim Kirchner,Florastraße,43,13187,Berlin,+49 30 49 50 09 49,,info@tierarzt-in-pankow.de,,http://www.tierarzt-in-pankow.de/,,"Mo-Fr 14:00-18:00; Tu,Th 09:00-12:00,14:00-18:00",Dr. med. vet. Joachim Kirchner,no,,,52.5661672,13.4090789,POINT (13.4090789 52.5661672),re_ortsteil.0307,Pankow,11003003,Pankow,0307
4366353588,node,node/4366353588,Tierarztpraxis Am Westend,,,,,+4930 3228 247,,info@tierarztamwestend.de,,https://www.tierarztamwestend.de/,,"Mo,Tu,Th,Fr 10:00-13:00,17:00-19:00; We,Sa 10:00-13:00",,,,,52.5179456,13.2866144,POINT (13.2866144 52.5179456),re_ortsteil.0401,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401
4412304406,node,node/4412304406,Tierarztpraxis Alexandra Sypitzki,Sesenheimer Straße,15,10627,Berlin,+49 30 78957110,,,,https://www.tierarztpraxis-sypitzki.de/,,Mo-Fr 08:30+,,no,,,52.5105206,13.3075345,POINT (13.3075345 52.5105206),re_ortsteil.0401,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401
4686885506,node,node/4686885506,Tierarztpraxis Dr. Dorothea Werning,Lindenthaler Allee,6,14163,Berlin,+49 30 8025009,,,,https://www.tierarztpraxis-mexikoplatz.de/de/index.html,,"Mo, Tu, Th 10:00-13:00, 17:00-19:00; We 10:00-13:00, 17:00-20:00; Fr 10:00-17:00",Dr. Dorothea Werning,,,,52.4358777,13.2310121,POINT (13.2310121 52.4358777),re_ortsteil.0604,Steglitz-Zehlendorf,11006006,Zehlendorf,0604
4709401189,node,node/4709401189,Tiergesundheitszentrum,,,,,,,,,,,"Mo-Sa 10:00-12:00, Mo-Fr 15:00-19:00, Sa 10:00-12:00; PH off",,yes,,,52.4981659,13.5208894,POINT (13.5208894 52.4981659),re_ortsteil.1101,Lichtenberg,11011011,Friedrichsfelde,1101
4715820728,node,node/4715820728,Kleintierpraxis Jan Schneider,Großbeerenstraße,169-171,12277,Berlin,+49 30 29032092,,,,https://www.kleintierpraxis-schneider.com/,,"Mo,We,Fr 10:00-13:00,15:00-19:00; Tu,Th 17:00-21:00; Sa-Su 11:00-14:00",,no,,,52.428896,13.3758384,POINT (13.3758384 52.428896),re_ortsteil.0704,Tempelhof-Schöneberg,11007007,Mariendorf,0704
4789962778,node,node/4789962778,Tierarztpraxis Oldenburger Straße,Oldenburger Straße,44,10551,Berlin,+49303951555,,,,https://www.tierarztpraxis-oldenburger-strasse.de,,"Mo 10:00-12:00,15:00-18:00; Tu 10:00-14:00,18:00-20:00; We 10:00-12:00,15:00-18:00; Th 10:00-14:00,18:00-20:00; Fr 10:00-12:00,15:00-18:00; Sa 09:00-11:00",,no,,,52.5289464,13.3357023,POINT (13.3357023 52.5289464),re_ortsteil.0102,Mitte,11001001,Moabit,0102
4809992565,node,node/4809992565,Tierarztpraxis am Burgerpark,Wilhelm-Kuhr-Straße,1,13187,Berlin,+49 30 48479400,,,,https://www.tierarzt-pankow.de/,,"Mo,We 14:00-19:00; Tu,Th 09:00-14:00; Fr 10:00-15:00",,no,,,52.5694182,13.4001258,POINT (13.4001258 52.56941819999999),re_ortsteil.0307,Pankow,11003003,Pankow,0307
5029362624,node,node/5029362624,,Wattstraße,10,13629,,,,,,,,,,,,,52.5373732,13.2664047,POINT (13.2664047 52.5373732),re_ortsteil.0503,Spandau,11005005,Siemensstadt,0503
5090019016,node,node/5090019016,Tierarztpraxis,Max-Steinke-Straße,2,13086,Berlin,+49 30 9252160,,,,,,"Mo-Fr 09:00-11:00, Mo,Tu,Th,Fr 16:00-18:00, Sa 10:00-12:00",Dr.med.vet. Cordula Nitschke,yes,,,52.5488636,13.4513273,POINT (13.4513273 52.5488636),re_ortsteil.0302,Pankow,11003003,Weißensee,0302
5166206721,node,node/5166206721,Kleintierpraxis Ralf Boxhammer,Zingster Straße,5,13051,,+49 30 9206644,,,,http://www.ta-boxhammer.de,,,,no,,,52.5640461,13.5033148,POINT (13.5033148 52.5640461),re_ortsteil.1109,Lichtenberg,11011011,Neu-Hohenschönhausen,1109
5190500390,node,node/5190500390,Tierarztpraxis Ralf Neuer,Fischerinsel,2,10179,Berlin,,,,,,,,,,,,52.5140108,13.408851,POINT (13.408851 52.5140108),re_ortsteil.0101,Mitte,11001001,Mitte,0101
5297162644,node,node/5297162644,Vets for cats,Bayerischer Platz,2,10779,Berlin,,+49 30 34398877,,info@vetsforcats.de,,https://www.vetsforcats.de/,"Mo-Fr 09:00-20:00; We 09:00-14:00; Sa,Su 10:00-12:00; PH off",,limited,,,52.4897098,13.3392413,POINT (13.3392413 52.4897098),re_ortsteil.0701,Tempelhof-Schöneberg,11007007,Schöneberg,0701
5326151790,node,node/5326151790,Tierarztpraxis Lenk,Schönfließer Straße,1,,,+49304469769,,info@tierarztpraxis-lenk.de,,https://tierarztpraxis-lenk.de/,,"Mo-Fr 08:00-19:00, Sa 09:00-18:00, Su 10:00-18:00",,no,,,52.5502349,13.408248,POINT (13.408248 52.5502349),re_ortsteil.0301,Pankow,11003003,Prenzlauer Berg,0301
5357470034,node,node/5357470034,Tierarztpraxis am Mauerpark,,,,,,,,,,,Mo-Fr 09:00-19:00,,limited,,,52.5470756,13.4082736,POINT (13.4082736 52.5470756),re_ortsteil.0301,Pankow,11003003,Prenzlauer Berg,0301
5424941690,node,node/5424941690,Chung & Wahle,Hauptstraße,89,12159,Berlin,+49 30 8593215,,info@tierarztpraxis-chung-wahle.com,,https://tierarztpraxis-chung-wahle.com/,,"Mo,Fr 09:00-18:00; Tu,Th 09:00-20:00; We,Sa 09:00-14:00",Tierarztpraxis Chung und Wahle GbR,limited,,,52.4751968,13.3401022,POINT (13.3401022 52.4751968),re_ortsteil.0701,Tempelhof-Schöneberg,11007007,Schöneberg,0701
5514404517,node,node/5514404517,Tierarztpraxis Dr. Klaus Lendner,,,,,,,,,,,"Mo,Tu,Th,Fr 09:00-12:00,16:00-19:00; We,Sa 09:00-12:00",,yes,,,52.4990938,13.344571,POINT (13.344571 52.4990938),re_ortsteil.0701,Tempelhof-Schöneberg,11007007,Schöneberg,0701
5554342322,node,node/5554342322,Martyna Pohnke Tierarzt,Ostpreußendamm,65,,,+49 30 75765970,,,,,,"Mo-Fr 09:00-12:00, Mo 16:00-19:00, Th 16:00-20:00",,,,,52.4212925,13.3101216,POINT (13.3101216 52.421292499999986),re_ortsteil.0602,Steglitz-Zehlendorf,11006006,Lichterfelde,0602
5733901242,node,node/5733901242,Dr. Miriam Oczipka,Mindener Straße,22,10589,Berlin,+49303441864,,,,,,"Mo-Fr 09:00-12:00,16:00-19:00; Sa 11:00-13:00",,no,,,52.5247542,13.3008749,POINT (13.3008749 52.5247542),re_ortsteil.0401,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401
5762374254,node,node/5762374254,Dr. med. vet. Sven Albrecht,Baumschulenstraße,34,12437,Berlin,,,,,,,"Mo,We,Fr 09:00-12:00,15:00-19:00; Tu,Th 09:00-12:00,13:00-15:00",,no,,,52.4637752,13.4852571,POINT (13.4852571 52.4637752),re_ortsteil.0903,Treptow-Köpenick,11009009,Baumschulenweg,0903
6270311794,node,node/6270311794,Dr. Wegeler,,,,,+49 307956044,,,,,,"""nach Vereinbarung""",,,,,52.3889212,13.3905608,POINT (13.3905608 52.3889212),re_ortsteil.0706,Tempelhof-Schöneberg,11007007,Lichtenrade,0706
6344954141,node,node/6344954141,Tierarztpraxis Hohenzollerndamm 3,Hohenzollerndamm,3,10717,Berlin,,+49 30 88679111,,tierarztpraxis@hohenzollerndamm-3.de,,https://tierarztpraxis-hohenzollerndamm-3.de/,"Mo-Tu,Th-Fr 10:00-12:30,17:00-19:00; We 18:00-20:00; Sa 11:00-13:00",Dr. A. Randelhoff,no,,,52.4954404,13.3293192,POINT (13.3293192 52.4954404),re_ortsteil.0402,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402
6449519970,node,node/6449519970,Tierarztpraxis Anke Meeuw,,,,,+49 30 96 59 96 52,,praxis@tierarzt-karlshorst.info,,http://www.tierarzt-karlshorst.info/willkommen.html,,"Mo,We 09:00-19:00; Tu 07:30-14:00; Th 10:00-21:00; Fr 09:00-12:00; Sa 10:00-15:00",,yes,,,52.4800707,13.5205309,POINT (13.5205309 52.4800707),re_ortsteil.1102,Lichtenberg,11011011,Karlshorst,1102
6470421529,node,node/6470421529,Tierarztpraxis Sonnenallee,Sonnenallee,204,12059,Berlin,,+49 30 6814455,,post@tierarztpraxis-sonnenallee.de,,https://tierarztpraxis-sonnenallee.de/,"Mo-Fr 09:00-12:00,16:00-20:00; Sa 11:00-13:00 || ""und nach Vereinbarung""",Dr. Jana Kudritzki & Daniel Kitzing,no,,,52.4748376,13.4534973,POINT (13.4534973 52.4748376),re_ortsteil.0801,Neukölln,11008008,Neukölln,0801
6509362833,node,node/6509362833,Tierarztpraxis Laskawy,Bänschstraße,58,,Berlin,+49 30 4267684,,,,http://www.laskawy-berlin.de,,"Mo,We 14:00-19:00; Tu,Th 08:00-13:00; Fr 08:00-13:00,14:00-19:00",,yes,,,52.5177488,13.4661107,POINT (13.4661107 52.5177488),re_ortsteil.0201,Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201
6603772445,node,node/6603772445,neko Tiergesundheit,Provinzstraße,47,,,+49 30 54814390,,,,https://www.neko-tiergesundheit.de,,"Mo 15:00-18:00, Tu 10:00-13:00, We 10:00-15:00, Fr 10:00-15:00, Tu 15:00-19:00, Th 15:00-19:00",Jennifer Geiseler,no,,,52.5687932,13.3794234,POINT (13.3794234 52.5687932),re_ortsteil.1201,Reinickendorf,11012012,Reinickendorf,1201
6705031970,node,node/6705031970,Kleintierpraxis Dirk Oschika,Krossener Straße,35A,10245,Berlin,,+49 30 2946333,,,,http://www.doschika.de/,"Mo,Tu,Th 09:00-11:00,15:00-19:00",,no,,,52.5094514,13.4645357,POINT (13.4645357 52.5094514),re_ortsteil.0201,Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201
6982811309,node,node/6982811309,Vogelpraxis,Mierendorffstraße,23,10589,Berlin,,+49 30 34902843,,info@vogelpraxis.de,,https://vogelpraxis.de/,,,limited,,,52.5241017,13.3024823,POINT (13.3024823 52.5241017),re_ortsteil.0401,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401
7211094992,node,node/7211094992,Rex Tierarztpraxis,Greifswalder Straße,204,10405,Berlin,,,,,,,Mo-Fr 08:00-20:00; Sa 09:00-16:00,,no,,,52.5333026,13.4292251,POINT (13.4292251 52.5333026),re_ortsteil.0301,Pankow,11003003,Prenzlauer Berg,0301
7227468226,node,node/7227468226,Fahrpraxis Feske,Allmendeweg,116,13509,Berlin,,+49 30 40571512,,,,https://www.tierarzt-feske.de/,"Mo-Fr 08:00-20:00 open ""telefonisch erreichbar""",Dr. med. vet. Dana Feske,,,,52.6047279,13.298452,POINT (13.298452 52.604727899999986),re_ortsteil.1202,Reinickendorf,11012012,Tegel,1202
7310483025,node,node/7310483025,Tierarztpraxis Claudia Handke,Danziger Straße,15,10435,Berlin,+49 30 4421760,,post@tierarztpraxis-prenzlauerberg.de,,https://www.tierarztpraxis-prenzlauerberg.de,,"Mo,Th,Fr 10:00-12:00, Tu,We 10:00-15:00, Mo 16:00-20:00, Th 16:00-19:00, Fr 16:00-18:00, Sa 11:00-13:00",,no,,,52.5407903,13.4154364,POINT (13.4154364 52.5407903),re_ortsteil.0301,Pankow,11003003,Prenzlauer Berg,0301
7326193661,node,node/7326193661,Dr. Angelika Block,,,,,,,,,http://ta-block.weebly.com,,"Mo-Tu 10:00-12:00,16:00-18:30; We 16:00-18:30; Th-Fr 10:00-12:00,16:00-18:30; Sa 10:00-12:00",,limited,,,52.4955514,13.2968989,POINT (13.2968989 52.4955514),re_ortsteil.0407,Charlottenburg-Wilmersdorf,11004004,Halensee,0407
7478178484,node,node/7478178484,Lorenz,,,,,,,,,https://www.tierarzt-lichterfelde.de/,,,,,,,52.4183404,13.3320075,POINT (13.3320075 52.4183404),re_ortsteil.0602,Steglitz-Zehlendorf,11006006,Lichterfelde,0602
7546074503,node,node/7546074503,Wolf & Tiger,Lauterstraße,12,12159,Berlin,+49 175 7366718,,,,https://www.wolfandtiger.de/,,,MyVet GmbH,,,,52.4726236,13.33503,POINT (13.33503 52.4726236),re_ortsteil.0702,Tempelhof-Schöneberg,11007007,Friedenau,0702
7609585407,node,node/7609585407,Tierarztpraxis Denisse Barrera,Karl-Marx-Straße,133,12043,Berlin,,+49 30 6812161,,,,,Mo-Sa 16:00-20:00,,no,,,52.4774124,13.439113,POINT (13.439113 52.4774124),re_ortsteil.0801,Neukölln,11008008,Neukölln,0801
7617449010,node,node/7617449010,Angelika Weber,Kundrystraße,2,12159,Berlin,,,,,,,"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",,,,,52.4741292,13.3293259,POINT (13.3293259 52.474129199999986),re_ortsteil.0702,Tempelhof-Schöneberg,11007007,Friedenau,0702
7623775572,node,node/7623775572,Tierarztpraxis S. Lattermann,Transvaalstraße,14,13351,Berlin,,+49 30 45290790,,,,http://www.tierarzt-wedding.de/,"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",,yes,,,52.5519001,13.3411969,POINT (13.3411969 52.5519001),re_ortsteil.0105,Mitte,11001001,Wedding,0105
7643245687,node,node/7643245687,Tierarztpraxis Otto Suhr,,,,,,,,,,,Mo-Fr 09:00-19:00,,no,,,52.5150531,13.3130502,POINT (13.3130502 52.51505310000001),re_ortsteil.0401,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401
7746191786,node,node/7746191786,,,,,,,,,,,,,,,,,52.5877876,13.3651552,POINT (13.3651552 52.5877876),re_ortsteil.0313,Pankow,11003003,Wilhelmsruh,0313
7747019462,node,node/7747019462,Tierarztpraxis B. Migdal,Grazer Platz,12,12157,Berlin,,,,,,,"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",,,,,52.4667894,13.3465937,POINT (13.3465937 52.4667894),re_ortsteil.0701,Tempelhof-Schöneberg,11007007,Schöneberg,0701
7776123991,node,node/7776123991,Silke Sanft,Florastraße,6,12163,Berlin,,,,,http://www.tierarztpraxis-sanft.de,,"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",,,,,52.4613066,13.3269746,POINT (13.3269746 52.4613066),re_ortsteil.0601,Steglitz-Zehlendorf,11006006,Steglitz,0601
7777530635,node,node/7777530635,Tierarztpraxis Rex,Südwestkorso,11a,12161,Berlin,,,,,https://www.rex.app/,https://www.tierarztpraxis-schluesing.de/,"""Sprechzeiten nach Vereinbarung""",,no,,,52.474559,13.3227841,POINT (13.3227841 52.474559),re_ortsteil.0702,Tempelhof-Schöneberg,11007007,Friedenau,0702
7813575354,node,node/7813575354,Tierarztpraxis am Schlachtensee,Breisgauer Straße,3,14129,Berlin,,+49 30 80905830,info@tierarztpraxis-am-schlachtensee.de,,,https://www.tierarztpraxis-am-schlachtensee.de,"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",Dr. Katharina Gröndahl,,,,52.4391475,13.215708,POINT (13.215708 52.43914749999998),re_ortsteil.0604,Steglitz-Zehlendorf,11006006,Zehlendorf,0604
7937984201,node,node/7937984201,Tierarztpraxis am Hermannplatz,Lucy-Lameck-Straße,1,12049,Berlin,,,,,,https://www.tierarztpraxis-am-hermannplatz.de,,,,,,52.4863263,13.4233555,POINT (13.4233555 52.4863263),re_ortsteil.0801,Neukölln,11008008,Neukölln,0801
7978440760,node,node/7978440760,Dr. L. Chelminski,,,,,+49 30 4954038,,,,,,"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",,no,,,52.5691003,13.3612016,POINT (13.3612016 52.5691003),re_ortsteil.1201,Reinickendorf,11012012,Reinickendorf,1201
8000786185,node,node/8000786185,Tierarztpraxis PD Dr. med. vet. Thomas Göbel,Blissestraße,68,10713,Berlin,,,,,https://www.tierarzt-goebel.de/,,,,,,,52.4789701,13.3200646,POINT (13.3200646 52.4789701),re_ortsteil.0402,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402
8068408243,node,node/8068408243,Berliner Tierarztpraxis,Mansfelder Straße,19,10713,Berlin,,,,,https://www.berliner-tierarztpraxis.de/,,,Dr. med. vet. S. Heinemann;Beatrix Strathmann,,,,52.4888413,13.3110131,POINT (13.3110131 52.4888413),re_ortsteil.0402,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402
8068513185,node,node/8068513185,Naturheilkunde für Tiere,Bornimer Straße,6,10711,Berlin,,,,,,,,Petra Clausius,,,,52.4961991,13.2853794,POINT (13.2853794 52.496199099999984),re_ortsteil.0407,Charlottenburg-Wilmersdorf,11004004,Halensee,0407
8330198884,node,node/8330198884,Tierärztliche Gemeinschaftspraxis Blessing & Richter,Quickborner Straße,76,13439,Berlin,,+49 30 40710151,,info@ta-blessing-richter.de,,https://ta-blessing-richter.de/,Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,,,,,52.6045044,13.3664162,POINT (13.3664162 52.6045044),re_ortsteil.1210,Reinickendorf,11012012,Märkisches Viertel,1210
8330236501,node,node/8330236501,Katharina Dralle,Rotdornstraße,7,12161,Berlin,,+49 30 8527705,,,,https://www.dr-dralle-berlin.de/,,,,,,52.4709098,13.3254977,POINT (13.3254977 52.4709098),re_ortsteil.0702,Tempelhof-Schöneberg,11007007,Friedenau,0702
8357625079,node,node/8357625079,Tierarztpraxis Matthias Müller,Berliner Straße,11,13467,Berlin,+49 30 4034440,,,,https://tierarzt-matthiasmueller.de/,,"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",,yes,,,52.6139984,13.316783,POINT (13.316783 52.6139984),re_ortsteil.1206,Reinickendorf,11012012,Hermsdorf,1206
8579480418,node,node/8579480418,Tierarztpraxis Galina Schirow GmbH,Bartningallee,5,10557,Berlin,+49 30 39886966,,,,https://www.vetpraxis-schirow.de/,,"Mo-Fr 10:00-13:00,16:00-19:00",,limited,,,52.5189471,13.3427257,POINT (13.3427257 52.5189471),re_ortsteil.0103,Mitte,11001001,Hansaviertel,0103
8691573555,node,node/8691573555,Dr. Kurt Helmich;Dr. Dieter Oelke,Kufsteiner Straße,22,10825,Berlin,,,,,https://tiermedizinzentrum.de/,,,,,,,52.4854474,13.3367552,POINT (13.3367552 52.4854474),re_ortsteil.0402,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402
8844721918,node,node/8844721918,Am Schlosspark,,,,,,+49 30 475 316 93,,,,https://tierarzt-schlosspark.de/,"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",,,,,52.5826045,13.40387,POINT (13.40387 52.5826045),re_ortsteil.0311,Pankow,11003003,Niederschönhausen,0311
8850856432,node,node/8850856432,Tierärztliche Gemeinschaftspraxis für Kleintiere,Birnhornweg,3,12107,Berlin,,,,,,,,Thomas Hübner;Birte Nannen,,,,52.4240806,13.3948851,POINT (13.3948851 52.4240806),re_ortsteil.0704,Tempelhof-Schöneberg,11007007,Mariendorf,0704
9038458603,node,node/9038458603,Tierärzte-Kreuzberg,Liegnitzer Straße,19,10999,Berlin,,+49 30 6126474,,tierarztpraxis.liegnitzerstr@t-online.de,,http://www.tieraerzte-kreuzberg.de,"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",,,,,52.4929733,13.4338357,POINT (13.4338357 52.4929733),re_ortsteil.0202,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202
9166121510,node,node/9166121510,Tierarztpraxis Dr. Dirk Mauch,Elsa-Brändström-Straße,13,13189,Berlin,+49 30 4710133,,,,http://www.elsavet.de/,,,Dr. Dirk Mauch,yes,,,52.5600099,13.4154386,POINT (13.4154386 52.56000989999998),re_ortsteil.0307,Pankow,11003003,Pankow,0307
9221860122,node,node/9221860122,Tierarztpraxis am Amalienpark,,,,,,,,,https://www.tierarztpraxis-amalienpark.de/,,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",,no,,,52.5721186,13.4135786,POINT (13.4135786 52.57211860000001),re_ortsteil.0307,Pankow,11003003,Pankow,0307
9238314072,node,node/9238314072,Tierarztpraxis Sarah Watson,Altenbraker Straße,29,12051,Berlin,,+49 30 6257209,,info@tierarzt-watson.de,,https://www.tierarzt-watson.de/,"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",,no,,,52.468653,13.4330363,POINT (13.4330363 52.468653),re_ortsteil.0801,Neukölln,11008008,Neukölln,0801
9396508717,node,node/9396508717,4 Pfoten,Fanningerstraße,27,10365,Berlin,+49 30 553 15 72,,,,https://www.praxis4pfoten.de/,,"Mo 09:00-12:00,16:00-18:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00,14:00-16:00",,,,,52.5143907,13.4951561,POINT (13.4951561 52.5143907),re_ortsteil.1103,Lichtenberg,11011011,Lichtenberg,1103
9400600599,node,node/9400600599,Tierarztpraxis Friedrichshain,Auerstraße,44,10249,Berlin,+49 30 78 08 34 85,,,,https://www.tierarztpraxis-friedrichshain.de,,Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,,,,,52.5208823,13.4462478,POINT (13.4462478 52.5208823),re_ortsteil.0201,Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201
9432134789,node,node/9432134789,Praxis für Kleintiermedizin Janine Lenk,Eschengraben,47,13189,Berlin,,+49 30 91203200,,,,https://www.kleintiermedizin-lenk.de,"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",,,,,52.556357,13.4245524,POINT (13.4245524 52.556357),re_ortsteil.0307,Pankow,11003003,Pankow,0307
9456247850,node,node/9456247850,Peter Vogel,Finowstraße,14,,,+49 30 29776835,,,,https://www.drpetervogel.de/,,"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",,,,,52.5111185,13.4668484,POINT (13.4668484 52.5111185),re_ortsteil.0201,Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201
9461140241,node,node/9461140241,Dr. Karin Block,Zimmermannstraße,16,12163,Berlin,,,,,,,,,,,,52.4607219,13.3195225,POINT (13.3195225 52.46072189999999),re_ortsteil.0601,Steglitz-Zehlendorf,11006006,Steglitz,0601
9516282788,node,node/9516282788,Tierarztpraxis im Komponistenviertel,Bizetstraße,48,13088,Berlin,+49309273441,,,,https://www.tierarztpraxis-peters-weissensee.de/,,Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,Dr. med. vet Anja Peters,,,,52.5476848,13.4541052,POINT (13.4541052 52.547684799999985),re_ortsteil.0302,Pankow,11003003,Weißensee,0302
9653871480,node,node/9653871480,Tierarztpraxis Lankwitz,Bruchwitzstraße,30,12247,Berlin,+49 30 77208260,,info@tierarztpraxis-lankwitz.de,,https://www.tierarztpraxis-lankwitz.de/,,"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",,limited,,,52.4370703,13.349587,POINT (13.349587 52.4370703),re_ortsteil.0603,Steglitz-Zehlendorf,11006006,Lankwitz,0603
9786575482,node,node/9786575482,Tierärztliche Praxis Beck,Weichselstraße,25,12045,Berlin,,+49 30 6239664,,,,,"Mo-Fr 09:00-11:00,15:00-19:00",,no,,,52.4870325,13.4368022,POINT (13.4368022 52.4870325),re_ortsteil.0801,Neukölln,11008008,Neukölln,0801
9880855648,node,node/9880855648,Tierarztpraxis Marion Bickert,Marchandstraße,38,12249,Berlin,,+49 30 7755462,,office@tierarztpraxis-bickert.de,,https://www.tierarztpraxis-bickert.de,"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",,,,,52.4227865,13.3566908,POINT (13.3566908 52.4227865),re_ortsteil.0603,Steglitz-Zehlendorf,11006006,Lankwitz,0603
10003860025,node,node/10003860025,Teresa Lankes,,,,,,,,,,,"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,,,52.5133005,13.2937818,POINT (13.2937818 52.5133005),re_ortsteil.0401,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401
10169596123,node,node/10169596123,Patrick O. Bolz,,,,,,,,,,,"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,,,52.4564344,13.4367908,POINT (13.4367908 52.4564344),re_ortsteil.0802,Neukölln,11008008,Britz,0802
10169838053,node,node/10169838053,Tierarztpraxis Kaulsdorf-Süd,,,,,+49 30 5666176,,juraske@tierarztpraxis-kaulsdorf-sued.de,,https://tierarztpraxis-kaulsdorf-sued.de/,,"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",Friederike Juraske,,,,52.486422,13.5746936,POINT (13.5746936 52.486422),re_ortsteil.1003,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003
10180980038,node,node/10180980038,Tierarztpraxis Gasteiner Straße,Gasteiner Straße,33,10717,Berlin,,,,,https://tierarztpraxis-gasteiner-strasse.de/,,,Dr. Heike Hübner;Dr. Carolin Hallmann,,,,52.4872926,13.3259046,POINT (13.3259046 52.4872926),re_ortsteil.0402,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402
10781978832,node,node/10781978832,,,,,,,,,,,,,,,,,52.4873166,13.6046801,POINT (13.6046801 52.4873166),re_ortsteil.1004,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004
10816474165,node,node/10816474165,Valera,,,,,,,,,https://valera.vet/,,24/7,,,,,52.4338095,13.2466898,POINT (13.2466898 52.4338095),re_ortsteil.0604,Steglitz-Zehlendorf,11006006,Zehlendorf,0604
10944187119,node,node/10944187119,Tierarztpraxis am Tierheim Berlin,Hausvaterweg,39,,,+493093662200,,info@tierarztpraxis-am-tierheim.de,,https://tierarztpraxis-am-tierheim.de/,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",,,,,52.5743133,13.5465736,POINT (13.5465736 52.574313299999986),re_ortsteil.1104,Lichtenberg,11011011,Falkenberg,1104
10946259246,node,node/10946259246,Praxis für Tierzahnheilkunde,Soorstraße,76,14050,Berlin,,,,,https://rux.vet/,,"""nach Vereinbarung""",Dr. med. vet. Helmut Rux,,,,52.5134999,13.2774866,POINT (13.2774866 52.5134999),re_ortsteil.0405,Charlottenburg-Wilmersdorf,11004004,Westend,0405
10956712577,node,node/10956712577,Tierarztpraxis Birkenstein  Dr. med. vet H. Fuhrmann und Team,,,,,,,,,,,"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",,,,,52.5211838,13.6465809,POINT (13.6465809 52.5211838),re_ortsteil.1004,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004
