,detail_url,name,type,price_euro,number_of_rooms,surface_m2,floor,street,house_number,postal_code,first_tenant,address,latitude,longitude,geometry,neighborhood_id,neighborhood,district,district_id,id
2605,https://www.immowelt.de/expose/e9c21f9e-ade7-40f7-bc9e-1ad5ce36c1c3,"Penthouse zur Miete 2.553 € 3 Zimmer 127,7 m² 4. Geschoss Blütenweissweg 1 Köpenick Berlin 12555",Penthouse,2553.0,3.0,127.7,4,,,12555,no,", 12555 Köpenick Berlin",52.4606337,13.5777707,POINT (13.5777707 52.4606337),0910,Köpenick,Treptow-Köpenick,11009009,20260206_11495
2606,https://www.immowelt.de/expose/758dc16d-a0df-426c-9de6-8a27ac5b8f43,Wohnung zur Miete 2.390 € 3 Zimmer 152 m² 5. Geschoss Wilmersdorf Berlin 10717,Wohnung,2390.0,3.0,152.0,5,,,10717,no,", 10717 Wilmersdorf Berlin",52.4912185,13.3279382,POINT (13.3279382 52.4912185),0402,Wilmersdorf,Charlottenburg-Wilmersdorf,11004004,20260206_11496
2608,https://www.immowelt.de/expose/37cff01d-d305-4ad7-b3d7-60b399a653db,Studio zur Miete Tauschwohnung 1.200 € 2 Zimmer 64 m² 2. Geschoss Friedrichshain Berlin 10249,Studio,1200.0,2.0,64.0,2,,,10249,no,", 10249 Friedrichshain Berlin",52.5238116,13.4429595,POINT (13.4429595 52.5238116),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11497
2609,https://www.immowelt.de/expose/99a96792-8450-403f-9f66-8264bedee755,Wohnung zur Miete 2.150 € 3 Zimmer 69 m² 5. Geschoss frei ab sofort Friedrichshain Berlin 10243,Wohnung,2150.0,3.0,69.0,5,,,10243,no,", 10243 Friedrichshain Berlin",52.5122697,13.4394216,POINT (13.4394216 52.5122697),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11498
2610,https://www.immowelt.de/expose/0e63e36d-dcb0-4efb-a57f-fe5c0dca283e,"Wohnung zur Miete 1.200 € 2 Zimmer 56,8 m² Reichenberger Straße 176 Kreuzberg Berlin 10999",Wohnung,1200.0,2.0,56.8,,Reichenberger Straße,176,10999,no,"Reichenberger Straße 176, 10999 Kreuzberg Berlin",52.4997519,13.4170367,POINT (13.4170367 52.4997519),0202,Kreuzberg,Friedrichshain-Kreuzberg,11002002,20260206_11499
2611,https://www.immowelt.de/expose/34624fc5-b0cf-4faf-8a7f-18e3eddd97c4,Wohnung zur Miete Tauschwohnung 1.400 € 3 Zimmer 93 m² 1. Geschoss Tempelhof Berlin 12103,Wohnung,1400.0,3.0,93.0,1,,,12103,no,", 12103 Tempelhof Berlin",52.4635331,13.3731765,POINT (13.3731765 52.4635331),0703,Tempelhof,Tempelhof-Schöneberg,11007007,20260206_11500
2612,https://www.immowelt.de/expose/232653d0-8d02-4c07-bffb-ff6c89396e3b,Wohnung zur Miete Tauschwohnung 890 € 3 Zimmer 81 m² EG Spandau Berlin 13591,Wohnung,890.0,3.0,81.0,0,,,13591,no,", 13591 Spandau Berlin",52.536515,13.1398288,POINT (13.1398288 52.536515),0504,Staaken,Spandau,11005005,20260206_11501
2613,https://www.immowelt.de/expose/e1c8184f-8639-4b6f-9121-bebfca47dfce,Wohnung zur Miete nur mit Wohnberechtigungsschein Tauschwohnung 269 € 1 Zimmer 40 m² 3. Geschoss Kaulsdorf Berlin 12619,Wohnung,269.0,1.0,40.0,3,,,12619,no,", 12619 Kaulsdorf Berlin",52.5101316,13.5809901,POINT (13.5809901 52.5101316),1003,Kaulsdorf,Marzahn-Hellersdorf,11010010,20260206_11502
2614,https://www.immowelt.de/expose/f8ad58b0-e8fa-4e7c-87ea-bacf40496c16,Wohnung zur Miete Tauschwohnung 1.200 € 4 Zimmer 110 m² 1. Geschoss Moabit Berlin 10555,Wohnung,1200.0,4.0,110.0,1,,,10555,no,", 10555 Moabit Berlin",52.519898,13.3355418,POINT (13.3355418 52.519898),0102,Moabit,Mitte,11001001,20260206_11503
2615,https://www.immowelt.de/expose/96b56691-c5a1-43c4-b294-6e5541ff8b5b,Wohnung zur Miete Tauschwohnung 3.000 € 4 Zimmer 145 m² 4. Geschoss Mitte Berlin 10119,Wohnung,3000.0,4.0,145.0,4,,,10119,no,", 10119 Mitte Berlin",52.5301255,13.4055082,POINT (13.4055082 52.5301255),0101,Mitte,Mitte,11001001,20260206_11504
2617,https://www.immowelt.de/expose/e0041480-aa6d-4cb9-b29a-4137640166a9,Maisonette zur Miete - Erstbezug 1.995 € 2 Zimmer 78 m² Neukölln Berlin 12053,Maisonette,1995.0,2.0,78.0,,,,12053,yes,", 12053 Neukölln Berlin",52.4775104,13.4322817,POINT (13.4322817 52.4775104),0801,Neukölln,Neukölln,11008008,20260206_11505
2618,https://www.immowelt.de/expose/7ced8d4e-3538-4434-88cd-681629012081,"Wohnung zur Miete Tauschwohnung 495 € 2,5 Zimmer 66 m² 1. Geschoss Mitte Berlin 13353",Wohnung,495.0,2.5,66.0,1,,,13353,no,", 13353 Mitte Berlin",52.5427825,13.3503976,POINT (13.3503976 52.5427825),0105,Wedding,Mitte,11001001,20260206_11506
2619,https://www.immowelt.de/expose/c67efa66-b3dc-47d5-8db4-a3edc372380c,Studio zur Miete Tauschwohnung 405 € 1 Zimmer 52 m² EG Prenzlauer Berg Berlin 10437,Studio,405.0,1.0,52.0,0,,,10437,no,", 10437 Berg Berlin",52.5461984,13.4109651,POINT (13.4109651 52.5461984),0301,Prenzlauer Berg,Pankow,11003003,20260206_11507
2620,https://www.immowelt.de/expose/31a3da64-a11b-4b00-84ca-0e3800ba84d2,Wohnung zur Miete Tauschwohnung 1.200 € 3 Zimmer 87 m² 4. Geschoss Westend Berlin 10711,Wohnung,1200.0,3.0,87.0,4,,,10711,no,", 10711 Westend Berlin",52.5133213,13.2556663,POINT (13.2556663 52.5133213),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_11508
2621,https://www.immowelt.de/expose/b583dbd1-a496-4446-addf-10584951440a,Wohnung zur Miete Tauschwohnung 530 € 2 Zimmer 50 m² 3. Geschoss Friedenau Berlin 12161,Wohnung,530.0,2.0,50.0,3,,,12161,no,", 12161 Friedenau Berlin",52.4706769,13.3260618,POINT (13.3260618 52.4706769),0702,Friedenau,Tempelhof-Schöneberg,11007007,20260206_11509
2622,https://www.immowelt.de/expose/fd68b2d7-23d2-4692-8c58-51162365dca9,"Wohnung zur Miete Tauschwohnung 1.150 € 2,5 Zimmer 70 m² 2. Geschoss Französisch Buchholz Berlin 10407",Wohnung,1150.0,2.5,70.0,2,,,10407,no,", 10407 Buchholz Berlin",52.6105131,13.4281104,POINT (13.4281104 52.6105131),0310,Französisch Buchholz,Pankow,11003003,20260206_11510
2623,https://www.immowelt.de/expose/7a07244a-dfa9-4bb8-acb9-6cb98f1eaea3,Wohnung zur Miete Tauschwohnung 582 € 3 Zimmer 70 m² 1. Geschoss Wedding Berlin 13353,Wohnung,582.0,3.0,70.0,1,,,13353,no,", 13353 Wedding Berlin",52.5427825,13.3503976,POINT (13.3503976 52.5427825),0105,Wedding,Mitte,11001001,20260206_11511
2624,https://www.immowelt.de/expose/14ea0329-73eb-4448-ab53-a54df348729c,Wohnung zur Miete Tauschwohnung 898 € 3 Zimmer 58 m² 1. Geschoss Westend Berlin 10707,Wohnung,898.0,3.0,58.0,1,,,10707,no,", 10707 Westend Berlin",52.5133213,13.2556663,POINT (13.2556663 52.5133213),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_11512
2625,https://www.immowelt.de/expose/704ee081-af9b-4a72-9bc4-0b4dc606f76d,Wohnung zur Miete Tauschwohnung 800 € 2 Zimmer 41 m² 2. Geschoss Neukölln Berlin 12049,Wohnung,800.0,2.0,41.0,2,,,12049,no,", 12049 Neukölln Berlin",52.4778365,13.4222553,POINT (13.4222553 52.4778365),0801,Neukölln,Neukölln,11008008,20260206_11513
2626,https://www.immowelt.de/expose/02290422-c0bd-4f84-92c5-aef2c6d2cf31,"Wohnung zur Miete Tauschwohnung 1.050 € 3,5 Zimmer 85 m² Britz Berlin 10965",Wohnung,1050.0,3.5,85.0,,,,10965,no,", 10965 Britz Berlin",52.4500003,13.4318449,POINT (13.4318449 52.4500003),0802,Britz,Neukölln,11008008,20260206_11514
2627,https://www.immowelt.de/expose/b49cca73-aa2b-44b6-9a27-c1553e8ffbdb,"Wohnung zur Miete Tauschwohnung 460 € 1,5 Zimmer 38 m² 5. Geschoss Französisch Buchholz Berlin 13086",Wohnung,460.0,1.5,38.0,5,,,13086,no,", 13086 Buchholz Berlin",52.6105131,13.4281104,POINT (13.4281104 52.6105131),0310,Französisch Buchholz,Pankow,11003003,20260206_11515
2628,https://www.immowelt.de/expose/d299ecec-601b-4657-9be5-2e1ffbdb63f4,"Wohnung zur Miete Tauschwohnung 455 € 2,5 Zimmer 77 m² 5. Geschoss Marienfelde Berlin 12279",Wohnung,455.0,2.5,77.0,5,,,12279,no,", 12279 Marienfelde Berlin",52.4103981,13.3528614,POINT (13.3528614 52.4103981),0705,Marienfelde,Tempelhof-Schöneberg,11007007,20260206_11516
2629,https://www.immowelt.de/expose/893d8807-c2fb-4046-bb8d-db1d55a6856d,"Wohnung zur Miete Tauschwohnung 400 € 1,5 Zimmer 33 m² 3. Geschoss Spandau Berlin 14052",Wohnung,400.0,1.5,33.0,3,,,14052,no,", 14052 Spandau Berlin",52.5260084,13.2398972,POINT (13.2398972 52.5260084),0501,Spandau,Spandau,11005005,20260206_11517
2630,https://www.immowelt.de/expose/512e6758-d109-49fd-a52c-aef020aa322f,Wohnung zur Miete Tauschwohnung 470 € 4 Zimmer 78 m² 4. Geschoss Niederschöneweide Berlin 12439,Wohnung,470.0,4.0,78.0,4,,,12439,no,", 12439 Niederschöneweide Berlin",52.455536,13.5141031,POINT (13.5141031 52.455536),0905,Niederschöneweide,Treptow-Köpenick,11009009,20260206_11518
2631,https://www.immowelt.de/expose/ecd5f239-6e09-46a2-b3af-9bd6ffa0efdf,Wohnung zur Miete nur mit Wohnberechtigungsschein Tauschwohnung 266 € 1 Zimmer 41 m² 3. Geschoss Friedrichshain Berlin 10245,Wohnung,266.0,1.0,41.0,3,,,10245,no,", 10245 Friedrichshain Berlin",52.5003987,13.4578943,POINT (13.4578943 52.5003987),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11519
2632,https://www.immowelt.de/expose/657e745b-1793-49ae-8d76-0c98583519a0,Wohnung zur Miete Tauschwohnung 342 € 2 Zimmer 53 m² 3. Geschoss Britz Berlin 12055,Wohnung,342.0,2.0,53.0,3,,,12055,no,", 12055 Britz Berlin",52.4483324,13.4423401,POINT (13.4423401 52.4483324),0802,Britz,Neukölln,11008008,20260206_11520
2634,https://www.immowelt.de/expose/b67342b9-9411-4319-b25e-72176bf20d44,"Wohnung zur Miete Tauschwohnung 575 € 2,5 Zimmer 63 m² 1. Geschoss Charlottenburg Berlin 13627",Wohnung,575.0,2.5,63.0,1,,,13627,no,", 13627 Charlottenburg Berlin",52.5391913,13.3006389,POINT (13.3006389 52.5391913),0406,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,11004004,20260206_11521
2635,https://www.immowelt.de/expose/08d9aede-a3ec-4188-a214-c0dffc22f4b3,Wohnung zur Miete Tauschwohnung 800 € 2 Zimmer 60 m² 2. Geschoss Kreuzberg Berlin 10249,Wohnung,800.0,2.0,60.0,2,,,10249,no,", 10249 Kreuzberg Berlin",52.5238116,13.4429595,POINT (13.4429595 52.5238116),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11522
2636,https://www.immowelt.de/expose/39764a70-06cf-451d-92fa-93aafdc7be6d,Wohnung zur Miete Tauschwohnung 983 € 2 Zimmer 67 m² 4. Geschoss Britz Berlin 12049,Wohnung,983.0,2.0,67.0,4,,,12049,no,", 12049 Britz Berlin",52.4500003,13.4318449,POINT (13.4318449 52.4500003),0802,Britz,Neukölln,11008008,20260206_11523
2637,https://www.immowelt.de/expose/f33924ba-0f04-4537-92ca-9560a251548e,Wohnung zur Miete Tauschwohnung 1.080 € 2 Zimmer 98 m² 2. Geschoss Schöneberg Berlin 10827,Wohnung,1080.0,2.0,98.0,2,,,10827,no,", 10827 Schöneberg Berlin",52.4836896,13.3528221,POINT (13.3528221 52.4836896),0701,Schöneberg,Tempelhof-Schöneberg,11007007,20260206_11524
2638,https://www.immowelt.de/expose/eaf48b83-40e0-4490-884d-6c34ed9d3f93,Studio zur Miete 969 € 1 Zimmer 20 m² Charlottenburg Berlin 10625,Studio,969.0,1.0,20.0,,,,10625,no,", 10625 Charlottenburg Berlin",52.5097994,13.3147404,POINT (13.3147404 52.5097994),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_11525
2640,https://www.immowelt.de/expose/a435f218-7ff7-4d33-8e0f-ae473b711b5b,Studio zur Miete Tauschwohnung 650 € 2 Zimmer 65 m² 2. Geschoss Blankenburg Berlin 13129,Studio,650.0,2.0,65.0,2,,,13129,no,", 13129 Blankenburg Berlin",52.5926037,13.4596821,POINT (13.4596821 52.5926037),0303,Blankenburg,Pankow,11003003,20260206_11526
2642,https://www.immowelt.de/expose/d1c346cd-4083-468e-b1e7-8fc0f7bf1b32,Studio zur Miete Tauschwohnung 626 € 2 Zimmer 72 m² 3. Geschoss Prenzlauer Berg Berlin 10407,Studio,626.0,2.0,72.0,3,,,10407,no,", 10407 Berg Berlin",52.5345266,13.4500103,POINT (13.4500103 52.5345266),0301,Prenzlauer Berg,Pankow,11003003,20260206_11527
2643,https://www.immowelt.de/expose/81eec203-6237-46c3-b8b2-bab126e32fbe,Wohnung zur Miete 999 € 1 Zimmer 37 m² 2. Geschoss Steglitz Berlin 12167,Wohnung,999.0,1.0,37.0,2,,,12167,no,", 12167 Steglitz Berlin",52.4492174,13.3347257,POINT (13.3347257 52.4492174),0601,Steglitz,Steglitz-Zehlendorf,11006006,20260206_11528
2645,https://www.immowelt.de/expose/261s8xyem4tj,Studio zur Miete Tauschwohnung 1.100 € 4 Zimmer 100 m² 3. Geschoss Mitte Berlin 10115,Studio,1100.0,4.0,100.0,3,,,10115,no,", 10115 Mitte Berlin",52.5319487,13.3837943,POINT (13.3837943 52.5319487),0101,Mitte,Mitte,11001001,20260206_11529
2647,https://www.immowelt.de/expose/6bbde036-e960-4b10-aa38-6aed32fc9007,Studio zur Miete Tauschwohnung 570 € 2 Zimmer 50 m² 1. Geschoss Lichterfelde Berlin-12203 12203,Studio,570.0,2.0,50.0,1,,,12203,no,", 12203 Lichterfelde Berlin-12203",52.4382118,13.3151462,POINT (13.3151462 52.4382118),0602,Lichterfelde,Steglitz-Zehlendorf,11006006,20260206_11530
2648,https://www.immowelt.de/expose/128ac0ad-bc41-4118-8956-28463734a83b,Wohnung zur Miete Tauschwohnung 1.800 € 2 Zimmer 80 m² Französisch Buchholz Berlin 10407,Wohnung,1800.0,2.0,80.0,,,,10407,no,", 10407 Buchholz Berlin",52.6105131,13.4281104,POINT (13.4281104 52.6105131),0310,Französisch Buchholz,Pankow,11003003,20260206_11531
2649,https://www.immowelt.de/expose/569fe3db-2879-4aec-a5ab-45e766e65bdd,Wohnung zur Miete 1.250 € 2 Zimmer 54 m² Geschoss 6/6 frei ab sofort Charlottenburg Berlin 10585,Wohnung,1250.0,2.0,54.0,,,,10585,no,", 10585 Charlottenburg Berlin",52.5163026,13.3058004,POINT (13.3058004 52.5163026),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_11532
2650,https://www.immowelt.de/expose/b6c9869f-5add-4f16-93e0-bd8565f0e9d9,"Wohnung zur Miete Tauschwohnung 1.066 € 4 Zimmer 88,9 m² Alt-Hohenschönhausen Berlin 10319",Wohnung,1066.0,4.0,88.9,,,,10319,no,", 10319 Alt-Hohenschönhausen Berlin",52.5426187,13.4763778,POINT (13.4763778 52.5426187),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_11533
2652,https://www.immowelt.de/expose/784a6ca7-2e95-49e9-a657-4357bb48b3d9,"Wohnung zur Miete 942 € 2 Zimmer 56,2 m² frei ab 13.02.2026 Rückertstraße 16 Charlottenburg Berlin 10627",Wohnung,942.0,2.0,56.2,,Rückertstraße,16,10627,no,"Rückertstraße 16, 10627 Charlottenburg Berlin",52.5108622,13.3045336,POINT (13.3045336 52.5108622),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_11534
2655,https://www.immowelt.de/expose/26eqjrsbpuw6,Studio zur Miete Tauschwohnung 580 € 2 Zimmer 56 m² 3. Geschoss Friedenau Berlin-12161 12161,Studio,580.0,2.0,56.0,3,,,12161,no,", 12161 Friedenau Berlin-12161",52.4745,13.3282044,POINT (13.3282044 52.4745),0702,Friedenau,Tempelhof-Schöneberg,11007007,20260206_11535
2656,https://www.immowelt.de/expose/4387d69a-4588-43f9-b12e-514c4efdc46e,Wohnung zur Miete Tauschwohnung 1.315 € 3 Zimmer 98 m² 4. Geschoss Französisch Buchholz Berlin 10405,Wohnung,1315.0,3.0,98.0,4,,,10405,no,", 10405 Buchholz Berlin",52.6105131,13.4281104,POINT (13.4281104 52.6105131),0310,Französisch Buchholz,Pankow,11003003,20260206_11536
2657,https://www.immowelt.de/expose/32d791e3-d088-4f8b-8ed8-7d761e32f7c9,Wohnung zur Miete 2.300 € 3 Zimmer 75 m² 4. Geschoss frei ab sofort Prenzlauer Berg Berlin 10435,Wohnung,2300.0,3.0,75.0,4,,,10435,no,", 10435 Berg Berlin",52.5371985,13.4103257,POINT (13.4103257 52.5371985),0301,Prenzlauer Berg,Pankow,11003003,20260206_11537
2658,https://www.immowelt.de/expose/763c733d-fa6d-4b76-b78d-0ca66a91e5f2,"Studio zur Miete 1.218 € 1 Zimmer 50,8 m² 3. Geschoss frei ab sofort Schöneberg Berlin 10827",Studio,1218.0,1.0,50.8,3,,,10827,no,", 10827 Schöneberg Berlin",52.4836896,13.3528221,POINT (13.3528221 52.4836896),0701,Schöneberg,Tempelhof-Schöneberg,11007007,20260206_11538
2660,https://www.immowelt.de/expose/a849a42b-52fc-48c5-8ba7-166d605df894,Studio zur Miete Tauschwohnung 346 € 2 Zimmer 47 m² 2. Geschoss Friedrichshain Berlin 10243,Studio,346.0,2.0,47.0,2,,,10243,no,", 10243 Friedrichshain Berlin",52.5122697,13.4394216,POINT (13.4394216 52.5122697),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11539
2662,https://www.immowelt.de/expose/96bde51a-203e-48be-8894-db2e04ad9c5f,Studio zur Miete Tauschwohnung 480 € 2 Zimmer 58 m² 2. Geschoss Charlottenburg Berlin 10627,Studio,480.0,2.0,58.0,2,,,10627,no,", 10627 Charlottenburg Berlin",52.5079939,13.3030058,POINT (13.3030058 52.5079939),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_11540
2664,https://www.immowelt.de/expose/0922906e-c459-4864-9e46-109c5f08a52f,Studio zur Miete Tauschwohnung 660 € 2 Zimmer 55 m² 3. Geschoss Friedrichshain Berlin 10245,Studio,660.0,2.0,55.0,3,,,10245,no,", 10245 Friedrichshain Berlin",52.5003987,13.4578943,POINT (13.4578943 52.5003987),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11541
2666,https://www.immowelt.de/expose/dfb237ff-8398-431b-834e-8d2ca6ba67a9,Studio zur Miete Tauschwohnung 380 € 2 Zimmer 60 m² 5. Geschoss Charlottenburg Berlin 13627,Studio,380.0,2.0,60.0,5,,,13627,no,", 13627 Charlottenburg Berlin",52.5391913,13.3006389,POINT (13.3006389 52.5391913),0406,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,11004004,20260206_11542
2668,https://www.immowelt.de/expose/85ec173e-f3ac-4fcc-bd94-be6d1ffbaf20,Studio zur Miete Tauschwohnung 695 € 3 Zimmer 97 m² 1. Geschoss Friedrichshain Berlin 10243,Studio,695.0,3.0,97.0,1,,,10243,no,", 10243 Friedrichshain Berlin",52.5122697,13.4394216,POINT (13.4394216 52.5122697),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11543
2670,https://www.immowelt.de/expose/5f972de3-7ab9-4091-b678-89fe00750a11,Studio zur Miete Tauschwohnung 500 € 3 Zimmer 69 m² EG Alt-Hohenschönhausen Berlin 13055,Studio,500.0,3.0,69.0,0,,,13055,no,", 13055 Alt-Hohenschönhausen Berlin",52.5412244,13.4965585,POINT (13.4965585 52.5412244),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_11544
2673,https://www.immowelt.de/expose/743aae18-2a93-48a8-83d7-94e6c3a08c17,Studio zur Miete Tauschwohnung 850 € 2 Zimmer 50 m² EG Westend Berlin 14050,Studio,850.0,2.0,50.0,0,,,14050,no,", 14050 Westend Berlin",52.5201745,13.2691228,POINT (13.2691228 52.5201745),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_11545
2675,https://www.immowelt.de/expose/d40cdf01-6b02-4d0f-99b4-1ef9f2c4d085,Studio zur Miete Tauschwohnung 1.800 € 2 Zimmer 100 m² 1. Geschoss Mitte Berlin 10115,Studio,1800.0,2.0,100.0,1,,,10115,no,", 10115 Mitte Berlin",52.5319487,13.3837943,POINT (13.3837943 52.5319487),0101,Mitte,Mitte,11001001,20260206_11546
2677,https://www.immowelt.de/expose/2c2d9250-c9bc-4f2f-b0a1-e26d454796ce,Studio zur Miete Tauschwohnung 820 € 2 Zimmer 70 m² 1. Geschoss Friedrichshain Berlin 10245,Studio,820.0,2.0,70.0,1,,,10245,no,", 10245 Friedrichshain Berlin",52.5003987,13.4578943,POINT (13.4578943 52.5003987),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11547
2679,https://www.immowelt.de/expose/2bca1d31-3332-4615-8eeb-80376b294684,Studio zur Miete Tauschwohnung 785 € 2 Zimmer 49 m² 4. Geschoss Neukölln Berlin 12055,Studio,785.0,2.0,49.0,4,,,12055,no,", 12055 Neukölln Berlin",52.4718598,13.447444,POINT (13.447444 52.4718598),0801,Neukölln,Neukölln,11008008,20260206_11548
2681,https://www.immowelt.de/expose/e6699540-002b-43a3-a4d4-dabf2ee65caf,Studio zur Miete Tauschwohnung 888 € 2 Zimmer 55 m² 4. Geschoss Prenzlauer Berg Berlin 10405,Studio,888.0,2.0,55.0,4,,,10405,no,", 10405 Berg Berlin",52.5355509,13.4256888,POINT (13.4256888 52.5355509),0301,Prenzlauer Berg,Pankow,11003003,20260206_11549
2683,https://www.immowelt.de/expose/ef3e8486-15b2-4c1d-918f-8a02d652c6fa,Studio zur Miete Tauschwohnung 376 € 2 Zimmer 57 m² 1. Geschoss Weißensee Berlin 13086,Studio,376.0,2.0,57.0,1,,,13086,no,", 13086 Weißensee Berlin",52.5571246,13.4482778,POINT (13.4482778 52.5571246),0302,Weißensee,Pankow,11003003,20260206_11550
2685,https://www.immowelt.de/expose/a1bd3a7e-c951-410f-8ea5-65548993194c,Studio zur Miete Tauschwohnung 650 € 2 Zimmer 58 m² 2. Geschoss Reinickendorf Berlin 13407,Studio,650.0,2.0,58.0,2,,,13407,no,", 13407 Reinickendorf Berlin",52.5721225,13.3496299,POINT (13.3496299 52.5721225),1201,Reinickendorf,Reinickendorf,11012012,20260206_11551
2687,https://www.immowelt.de/expose/bb6112d7-f405-4edc-95e4-16692f2a53cb,Studio zur Miete Tauschwohnung 420 € 1 Zimmer 52 m² 4. Geschoss Kreuzberg Berlin 10997,Studio,420.0,1.0,52.0,4,,,10997,no,", 10997 Kreuzberg Berlin",52.5013525,13.4330798,POINT (13.4330798 52.5013525),0202,Kreuzberg,Friedrichshain-Kreuzberg,11002002,20260206_11552
2688,https://www.immowelt.de/expose/49a47577-b074-4ef2-86d8-ef6190dfc8b7,"Wohnung zur Miete Tauschwohnung 1.690 € 2,5 Zimmer 89 m² Westend Berlin 10719",Wohnung,1690.0,2.5,89.0,,,,10719,no,", 10719 Westend Berlin",52.5133213,13.2556663,POINT (13.2556663 52.5133213),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_11553
2689,https://www.immowelt.de/expose/09059157-18e4-4633-9552-21139a3bf9de,Wohnung zur Miete Tauschwohnung 525 € 2 Zimmer 67 m² 1. Geschoss Tegel Berlin 13439,Wohnung,525.0,2.0,67.0,1,,,13439,no,", 13439 Tegel Berlin",52.5873891,13.2790461,POINT (13.2790461 52.5873891),1202,Tegel,Reinickendorf,11012012,20260206_11554
2690,https://www.immowelt.de/expose/fb425d80-90af-49e1-af2f-07bdaa078292,Wohnung zur Miete Tauschwohnung 712 € 3 Zimmer 81 m² 3. Geschoss Französisch Buchholz Berlin 13125,Wohnung,712.0,3.0,81.0,3,,,13125,no,", 13125 Buchholz Berlin",52.613971,13.4498955,POINT (13.4498955 52.613971),0310,Französisch Buchholz,Pankow,11003003,20260206_11555
2691,https://www.immowelt.de/expose/5ae1d9d9-80f2-4315-b61b-928dcebabe83,Wohnung zur Miete Tauschwohnung 506 € 2 Zimmer 57 m² 3. Geschoss Mitte Berlin 13409,Wohnung,506.0,2.0,57.0,3,,,13409,no,", 13409 Mitte Berlin",52.5178855,13.4040601,POINT (13.4040601 52.5178855),0101,Mitte,Mitte,11001001,20260206_11556
2692,https://www.immowelt.de/expose/2e77258a-f2a1-40b2-b34d-badfbd304345,Wohnung zur Miete Tauschwohnung 1.000 € 3 Zimmer 78 m² 4. Geschoss Kreuzberg Berlin 10247,Wohnung,1000.0,3.0,78.0,4,,,10247,no,", 10247 Kreuzberg Berlin",52.5157448,13.4651279,POINT (13.4651279 52.5157448),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11557
2693,https://www.immowelt.de/expose/ef9a3347-3a4b-430b-bcb8-7b9611be962d,"Wohnung zur Miete Tauschwohnung 800 € 2,5 Zimmer 67 m² 2. Geschoss Friedrichshain Berlin 10245",Wohnung,800.0,2.5,67.0,2,,,10245,no,", 10245 Friedrichshain Berlin",52.5003987,13.4578943,POINT (13.4578943 52.5003987),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_11558
2694,https://www.immowelt.de/expose/d8a7bed9-e5e2-4b68-aed7-fdbfaa035f0c,Wohnung zur Miete Tauschwohnung 533 € 1 Zimmer 41 m² 1. Geschoss Westend Berlin 10707,Wohnung,533.0,1.0,41.0,1,,,10707,no,", 10707 Westend Berlin",52.5133213,13.2556663,POINT (13.2556663 52.5133213),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_11559
2695,https://www.immowelt.de/expose/f13431d3-7e64-46d3-b8f8-cc3db61f19ad,Studio zur Miete - Erstbezug 1.000 € 1 Zimmer 25 m² 1. Geschoss frei ab sofort Alt-Hohenschönhausen Berlin 10119,Studio,1000.0,1.0,25.0,1,,,10119,yes,", 10119 Alt-Hohenschönhausen Berlin",52.5426187,13.4763778,POINT (13.4763778 52.5426187),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_11560
2696,https://www.immowelt.de/expose/77842c88-e6d0-4348-b6fe-147d385c568d,"Wohnung zur Miete Tauschwohnung 434 € 3 Zimmer 62,4 m² 2. Geschoss Hellersdorf Berlin 12627",Wohnung,434.0,3.0,62.4,2,,,12627,no,", 12627 Hellersdorf Berlin",52.537132,13.6104448,POINT (13.6104448 52.537132),1005,Hellersdorf,Marzahn-Hellersdorf,11010010,20260206_11561
2698,https://www.immowelt.de/expose/0d8b472f-3981-4b04-bfe5-951def12f51e,Wohnung zur Miete 1.350 € 2 Zimmer 78 m² 2. Geschoss Grünau Berlin-Grünau 12527,Wohnung,1350.0,2.0,78.0,2,,,12527,no,", 12527 Grünau Berlin-Grünau",52.4131854,13.5733631,POINT (13.5733631 52.4131854),0913,Grünau,Treptow-Köpenick,11009009,20260206_11562
