library_id,name,name_en,alt_name,short_name,amenity,operator_type,type,operator,street,housenumber,postcode,city,country,latitude,longitude,geom_point,phone,contact_phone,email,contact_email,website,contact_website,opening_hours,wheelchair_accessible,toilets_wheelchair,level,access,network,internet_access,room_group_study,room_study_cabin,service_copy,service_scanner,isil_code,toilets
560823423,Friedrich-von-Raumer-Bibliothek,,,,library,,,,Dudenstraße,18-20,10965,Berlin,DE,52.4851862,13.3827588,POINT (13.3827588 52.4851862),+49 30 50587613,,,,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/stadtteilbibliothek-friedrich-von-raumer/,,"Mo,Tu 13:00-19:00; We 11:00-17:00; Th 13:00-19:00; Fr 11:00-17:00",no,,,,,wlan,,,,,,
586328524,Bibliothek des John-F.-Kennedy-Instituts,Library of the John F. Kennedy Institute,,,library,university,,Universitätsbibliothek der Freien Universität Berlin,Lansstraße,7-9,14195,Berlin,DE,52.4571611,13.2920178,POINT (13.2920178 52.4571611),,+49 30 838-52862,,library@jfki.fu-berlin.de,,http://www.jfki.fu-berlin.de/library,Mo-Fr 09:00-20:00,no,no,,,,wlan,,,,,DE-188-144,
618048288,Stadtteilbibliothek Buch,,,,library,,,,,,,,,52.6356441,13.4938846,POINT (13.4938846 52.6356441),,,,,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/stadtteilbibliothek-buch/,,"Mo,Th,Fr 13:00-19:00; Tu 10:00-16:00; We 13:00-17:00; Sa 10:00-15:00",yes,,1,,,wlan,,,,,,
639552895,HU Berlin – Zweigbibliothek Rechtswissenschaft,HU Berlin - Law Library,,,library,university,,Universitätsbibliothek der Humboldt-Universität zu Berlin,Bebelplatz,1,10117,Berlin,DE,52.5164298,13.3932385,POINT (13.3932385 52.5164298),,+49 30 209 33374,,,,http://info.ub.hu-berlin.de/bibliothek/zweigbibliotheken/jurist/jurist.html,Mo-Fr 09:00-21:30; Sa 09:00-18:00; Su 13:00-18:00,limited,yes,,,,wlan,,,yes,,DE-11-68,
665121783,Comicbibliothek Renate,,,,library,,,,Tucholskystraße,32,10117,Berlin,DE,52.5261368,13.3937348,POINT (13.3937348 52.5261368),,+49 30 97005815;+49 30 97005816,,,http://www.renatecomics.de/,,,no,,,,,,,,,,,
737212457,Heinrich-Böll-Bibliothek,,,,library,,,,Greifswalder Straße,87,10409,Berlin,DE,52.5418167,13.4408459,POINT (13.4408459 52.5418167),,,,,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/heinrich-boell-bibliothek/,,"Mo-Tu, Th-Fr 09:00-19:00; We 13:00-19:00; Sa-Su 10:00-19:00",yes,,,,,wlan,,,,,DE-B457,
795561505,Adolf-Reichwein-Bibliothek,,,,library,,,,Berkaer Straße,7,14199,Berlin,DE,52.4775843,13.2878878,POINT (13.2878878 52.4775843),,,,,http://www.berlin.de/ba-charlottenburg-wilmersdorf/org/bibliotheken/adolfreichweinbibliothek.html,,"Mo-Fr 14:00-18:00; Sa,Su,PH off",yes,,,,,wlan,,,,,,
1070809009,Zweigbibliothek Klassische Archäologie,Library of Classical Archaeology,,,library,university,,Universitätsbibliothek der Humboldt-Universität zu Berlin,Unter den Linden,6,10117,Berlin,DE,52.5190211,13.3928706,POINT (13.3928706 52.5190211),+49 30 2093 2234,,archaeologie@ub.hu-berlin.de,,https://www.ub.hu-berlin.de/de/standorte/zwbarchaeologie,,Mo-Th 10:00-16:00; PH off,limited,,1,,,wlan,,,yes,,DE-11-88,
1070809020,Zweigbibliothek Fremdsprachliche Philologien / Teilbibliothek Großbritannien-Zentrum,,,,library,university,,Universitätsbibliothek der Humboldt-Universität zu Berlin,Dorotheenstraße,65,10117,Berlin,DE,52.5183016,13.386705,POINT (13.386705 52.5183016),+49 30 2093-12377,,fremdphilo@ub.hu-berlin.de,,,,Mo-Fr 09:00-20:00; PH off,yes,,1;2,,,wlan,,,yes,,DE-11-149,
1346361343,Bodo-Uhse-Bibliothek,,,,library,,,,Erich-Kurz-Straße,9,10319,Berlin,DE,52.4978553,13.5209225,POINT (13.5209225 52.4978553),,+49 30 5122102,,,https://www.berlin.de/stadtbibliothek-lichtenberg/standorte/bodo-uhse-bibliothek/,,Mo-Tu 09:00-19:00; We 13:00-19:00; Th-Sa 09:00-18:00,limited,,1,,,wlan,,,,,,
1356847676,Janusz-Korczak-Bibliothek,,,,library,,,,Berliner Straße,120,13187,Berlin,DE,52.568454,13.4123577,POINT (13.4123577 52.568454),,,,,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/janusz-korczak-bibliothek/,,"Mo,Tu,Th,Fr 09:00-19:00; We 13:00-19:00; Sa,Su 10:00-19:00",limited,,,,,wlan,,,,,DE-B462,
1362209543,Ingeborg-Bachmann-Bibliothek,,,,library,,,,Nehringstraße,10,14059,Berlin,DE,52.5145468,13.2939985,POINT (13.2939985 52.5145468),,+4930902924313,,,,http://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/bibliotheken/artikel.194044.php,"Mo,We,Th,Fr 14:00-18:00; PH off",yes,,,,,wlan,,,,,,
1425169658,Bibliothek des Friedrich-Meinecke-Instituts und des Kunsthistorisches Instituts,,,,library,,,,Koserstraße,20,14195,Berlin,DE,52.4613917,13.2947799,POINT (13.2947799 52.4613917),,+493083854550,,,,http://www.ub.fu-berlin.de/fbb/gesch-kultur/kug809.html,,limited,no,,,,,,,,,,
1445349886,Trude-Jugend-Bib,,,,library,,,,Bat-Yam-Platz,1,12353,Berlin,DE,52.4255455,13.4622976,POINT (13.4622976 52.4255455),,,,,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/gertrud-junge-bibliothek/,,,yes,,,,,,,,,,,
1472976631,Else-Ury-Bibliothek,,Familienbibliothek Glogauer Straße,,library,,,,Glogauer Straße,13,10999,Berlin,DE,52.4925504,13.4362136,POINT (13.4362136 52.4925504),,+49 30 22502613,,,,https://www.berlin.de/stadtbibliothek-friedrichshain-kreuzberg/bibliotheken/familienbibliothek-else-ury/,"Mo 13:00-18:00;
Tu 10:00-15:00;
Th 13:00-18:00;
Fr 12:00-17:00",no,,,,,wlan,,,,,,
1481377095,Die Bibliothek Wirtschaft und Management,,,,library,,,,Straße des 17. Juni,135,10623,Berlin,DE,52.5121417,13.3262714,POINT (13.3262714 52.5121417),,+49 30 31422601,,,,https://www.dbwm.tu-berlin.de/menue/startseite/,"Apr-Jul,Oct-Feb: Mo-Fr 09:00-21:00; Apr-Jul,Oct-Feb: Sa 10:00-16:00; Mar,Aug-Sep: Mo-Fr 10:00-21:00; Mar,Aug-Sep: Sa 10:00-16:00",yes,,5,,,wlan,,,,,,
1670728349,Fachbibliothek Kurdologie,,,,library,,,Europäisches Zentrum für Kurdische Studien - Berliner Gesellschaft zur Förderung der Kurdologie e. V.,Emser Straße,26,12051,Berlin,DE,52.4690497,13.4339544,POINT (13.4339544 52.4690497),,,,,,,"Mo-Fr 11:00-16:00, ""Nach Vereinbarung""",,,,,,,,,,,,
1684737379,Bibliothek der Freien,Library of the Free,,,library,,,,Greifswalder Straße,4,10405,Berlin,DE,52.5286995,13.4254805,POINT (13.4254805 52.5286995),,+49 30 7521768,,DieFreien@BibliothekderFreien.de,,https://www.bibliothekderfreien.de/,"Th, Fr 18:00-20:00; PH off",limited,yes,1,,,no,,,,,DE-B1576,yes
1685672555,Archiv für Alternativkultur,,,,library,,,,Anton-Wilhelm-Amo-Straße,41,10117,Berlin,DE,52.5127362,13.3957618,POINT (13.3957618 52.5127362),,,,,http://www.fis-kultur.net/alternativkultur/,,,,,,,,,,,,,,
1818848292,Johanna-Moosdorf-Bibliothek,,,,library,,,,Westendallee,45,14052,Berlin,DE,52.5106578,13.2586101,POINT (13.2586101 52.5106578),,,,,,,"Tu,Fr 14:00-18:00; We 12:00-18:00; Th 10:00-16:00",no,,,,,wlan,,,,,,
1863570970,Kurt-Tucholsky-Bibliothek,,,,library,public,,"Bezirksamt Pankow von Berlin, Amt für Weiterbildung und Kultur",Esmarchstraße,18,10407,Berlin,,52.5328818,13.4321724,POINT (13.4321724 52.5328818),+49 30 902 95 3 963,,kurt-tucholsky-bibliothek@ba-pankow.berlin.de,,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/kurt-tucholsky-bibliothek/,,"Mo, We-Fr 13:00-18:00; Tu 10:00-15:00; Sa 11:00-13:00",no,,,,,,,,,,,
1874529829,Artothek,,,,library,,,,Hohenzollerndamm,176,10713,Berlin,DE,52.489441,13.3118736,POINT (13.3118736 52.489441),,+49 30 9029-16709,,info@artothek.charlottenburg-wilmersdorf.de,,,"Mo off ; Tu,Th,Fr 11:00-17:00 ; We 11:00-19:00",yes,,,,,,,,,,,
1933757018,"Bibliothek für Sozialwissenschaften und Osteuropastudien, Stiller Lesesaal",,,,library,university,,Freie Universität Berlin,Ihnestraße,21,14195,Berlin,DE,52.449221,13.2769658,POINT (13.2769658 52.449221),,,,,,,,yes,,,,,,,,,,,
2094774970,Kunstbibliothek,Berlin Art Library,,,library,,,,Matthäikirchplatz,6,10785,Berlin,,52.5085131,13.3669367,POINT (13.3669367 52.5085131),,,,,https://www.smb.museum/museen-einrichtungen/kunstbibliothek/home,,"Mo-Tu off; We-Fr 10:00-17:00; Sa-Su,PH 10:00-18:00; Jan 1 12:00-18:00; Dec 24,Dec 31 off",yes,no,,,,wlan,,,,,DE-B11,yes
2270319509,Das Buddhistische Haus,,,,library,,,,,,,,,52.635613,13.3029182,POINT (13.3029182 52.635613),,,,,,,Mo-Su 09:00-18:00,no,,,,,,,,,,,
2402339489,La Rayuela,,,,library,,,,Südstern,2,10961,Berlin,DE,52.4900049,13.4056371,POINT (13.4056371 52.4900049),+49 (0)30 44013293,,info@la-rayuela.de,,https://la-rayuela.typepad.com/,,Mo-Fr 10:00-19:00; Sa 10:00-16:00,no,,,,,,,,,,,
2479053622,"Institut Français Berlin, Mediathek","French Institute of Berlin, library",,,library,,,,Kurfürstendamm,211,10719,Berlin,DE,52.5021314,13.3248746,POINT (13.3248746 52.5021314),,,,,https://berlin.institutfrancais.de/mediathek,,"Tu,Th 14:00-18:30; We,Fr 12:00-18:30; Sa 11:00-17:00; Mo off",limited,no,,,,,,,,,DE-B452,
2571245538,Stadtteilbibliothek Altglienicke im Bürgerhaus,,,,library,,,,Ortolfstraße,182,12524,Berlin,DE,52.4033811,13.5286278,POINT (13.5286278 52.4033811),+49 30 902976722,,,,,,,,,,,,,,,,,,
2644700001,Archiv der Jugendkulturen,,,,library,,,,Fidicinstraße,3,10965,Berlin,,52.4864803,13.389689,POINT (13.389689 52.4864803),,,,,https://jugendkulturen.de,,,,,,,,,,,,,DE-2323,
2777497901,Patientenbibliothek,,,,library,,,Charité Mitte,Bonhoefferweg,4,,,,52.5266936,13.3766679,POINT (13.3766679 52.5266936),,,,,,,"Mo,Tu,Th 12:00-16:00; Fr 12:00-15:00",,,,,,,,,,,,
2802477601,Stadtteilbibliothek,,,,library,,,,,,,,,52.5499724,13.1780019,POINT (13.1780019 52.5499724),,,,,,,"Tu,We,Fr 12:00-17:00; Mo,Th 13:00-19:00",yes,,,,,,,,,,,
2964523835,Kulturpost und Bibliothek,,,,library,,,Leben in Wilhelmsruh,Hauptstraße,32,13158,Berlin,DE,52.5871192,13.3678296,POINT (13.3678296 52.5871192),+49 30 40724848,,info@leben-in-wilhelmsruh.de,,https://www.leben-in-wilhelmsruh.de/,,"Mo,Di,Do 14:00-19:00; Mi,Fr,Sa 10:00-13:00",,,,,,,,,,,,
3203713887,kalabal!k,,Kalabalik,,library,,,kalabal!k,Reichenberger Straße,63a,10999,Berlin,DE,52.4952361,13.4307312,POINT (13.4307312 52.4952361),,,kalabalik@riseup.net,,https://kalabalik.blackblogs.org/,,We 17:00-20:00; Su 15:00-18:00,no,,,,,,,,,,,
3428467245,Universitätsarchiv,,,,library,university,,Universitätsbibliothek der Freien Universität Berlin,Malteserstraße,74-100,12249,Berlin,DE,52.4260423,13.3587376,POINT (13.3587376 52.4260423),,,,,,,"We,Th 09:00-16:00",yes,,,,,,,,,,,
3478842465,Schulbiblothek,,,,library,,,Sophie-Scholl-Oberschule,,,,,,52.4943297,13.3578235,POINT (13.3578235 52.4943297),,,,,,,,,,,private,,,,,,,,
3518345658,Joseph Wulf Bibliothek,,,,library,,,,Am Großen Wannsee,58,14109,Berlin,DE,52.4327843,13.1656465,POINT (13.1656465 52.4327843),,+49 30 805 00120,,library@ghwk.de,,https://www.ghwk.de/de/bibliothek,"Mo-Fr 11:00-16:00; PH,Sa,Su off",,,,,,,,,,,DE-B1525,
3806550974,Bibliothek des Deutschen Bundestages,Library of the German Bundestag,,Bundestagsbibliothek,library,government,,Deutscher Bundestag,Adele-Schreiber-Krieger-Straße,1,10117,Berlin,DE,52.5202388,13.3772992,POINT (13.3772992 52.5202388),,+49 30 22733073,,,,https://www.bundestag.de/dokumente/bibliothek,"""nicht öffentlich zugänglich; nur auf Antrag""",,,,private,,,,,,,DE-281,
3837620248,Bibliothek Tiergarten-Süd,,,,library,,,,Lützowstraße,27,10785,Berlin,DE,52.5037597,13.3634291,POINT (13.3634291 52.5037597),,,,,https://www.berlin.de/stadtbibliothek-mitte/bibliotheken/bibliothek-tiergarten-sued/,,Mo-Fr 12:30-18:00,yes,,,,,,,,,,,
3952396497,Umweltbibliothek,,,,library,,,Umweltbundesamt,Bismarckplatz,1,14193,Berlin,,52.4921781,13.2826514,POINT (13.2826514 52.4921781),,,,,,,,,,,,,,,,,,,
3981795844,Anna-Seghers-Bibliothek,,,,library,,,,Prerower Platz,2,13051,Berlin,DE,52.5649762,13.5061185,POINT (13.5061185 52.5649762),,+49 30 92796410,,,,https://www.berlin.de/stadtbibliothek-lichtenberg/standorte/anna-seghers-bibliothek/,"Mo,Tu 09:00-19:00; We 13:00-19:00; Th,Fr 09:00-18:00; Sa 09:00-13:00",yes,,"1,2,3",,,,,,,,,yes
4114649179,Bibliothek der Stiftung Topographie des Terrors,,,,library,,,,Niederkirchnerstraße,8,10963,Berlin,DE,52.5067416,13.383896,POINT (13.383896 52.5067416),+4930 254509-23,,bibliothek@topographie.de,,https://www.topographie.de/bibliothek/,,Mo-Fr 10:00-17:00,yes,,,,,wlan,,,,,,
4221527005,Zweigbibliothek Asien-/Afrikawissenschaften und Islamische Theologie,,,ZwB Asien-/Afrikawissenschaften und Islamische Theologie,library,university,,Universitätsbibliothek der Humboldt-Universität zu Berlin,Invalidenstraße,118,10115,Berlin,DE,52.5305537,13.3859469,POINT (13.3859469 52.5305537),,+49 30 209366093,,asa@ub.hu-berlin.de,,https://www.ub.hu-berlin.de/de/standorte/zwbasienafrika,Mo-Fr 09:00-17:00,yes,,0,,,yes,,,,,DE-11-103,
4271022996,Stadtteilbibliothek Kladow,,,,library,,,Stadtbibliothek Spandau,Sakrower Landstraße,2,14089,Berlin,,52.453258,13.1429895,POINT (13.1429895 52.453258),+49 30 8161-5889,,,,http://www.berlin.de/stadtbibliothek-spandau/bibliotheken/kladow/artikel.182136.php,,"Mo,Th 13:00-19:00; Tu,We 13:00-17:00; Fr 09:00-15:00",yes,yes,0,,,terminal,,,,,,
4432723694,Bibliothek Am Wasserturm,,,,library,,,,Prenzlauer Allee,227-228,10405,Berlin,,52.5331584,13.419505,POINT (13.419505 52.5331584),+49 30 902953921,,,,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/bibliothek-am-wasserturm/,,Mo-Sa 08:00-22:00,,yes,,,,wlan,,,,,,yes
4706616647,Bibliothek,,,,library,public,,Stiftung Topographie des Terrors,Britzer Straße,5,12439,Berlin,,52.4525785,13.5189284,POINT (13.5189284 52.4525785),+49 30 63 90 288 23,,bibliothek-sw@topographie.de,,https://www.ns-zwangsarbeit.de/bibliothek/,,,yes,,,,,yes,,,,,DE-2401,
4805428213,Medienforum Berlin,,,,library,,,,Levetzowstraße,1-2,10555,Berlin,,52.5222118,13.3308065,POINT (13.3308065 52.5222118),+49 30 90 22 99-111,,mf.info@senbjw.berlin.de,,https://www.berlin.de/sen/bildung/unterricht/medien/medienforum/,,"Mo,Tu 13:00-18:00; We 10:00-15:00; Th 13:00-18:00",,,,,,,,,,,DE-B1585,
4806499594,Hansabibliothek,,Hansa-Bücherei,,library,,,,Altonaer Straße,15,10557,Berlin,,52.5170943,13.3427522,POINT (13.3427522 52.5170943),+4930901832156,,service@stb-mitte.de,,https://www.berlin.de/stadtbibliothek-mitte/bibliotheken/hansabibliothek/,,"Mo, Fr 13:00-19:30; Tu-Th 12:00-18:00; Sa 10:00-14:00",yes,yes,,,,,,,,,,
5062614778,,,,,library,,,,,,,,,52.521758,13.3638336,POINT (13.3638336 52.521758),,,,,,,,,,1,no,,,,,,,,
5245440325,Zweigbibliothek Musikwissenschaft,,,,library,university,,Universitätsbibliothek der Humboldt-Universität zu Berlin,Am Kupfergraben,5,10117,Berlin,DE,52.5203781,13.395109,POINT (13.395109 52.5203781),,+49 30 20932788,,musikwissenschaften@ub.hu-berlin.de,,https://www.ub.hu-berlin.de/de/standorte/zwbmusikwissenschaft,"Mo-Fr 10:00-18:00; Feb 17-Apr 10, PH Mo-Fr 10:00-16:00",yes,,,,,yes,,,,,DE-11-128,
5275440213,Peter-Weiss-Bibliothek,,,,library,,,AGRARBÖRSE Deutschland Ost e.V.,Hellersdorfer Promenade,24,12627,Berlin,,52.5416071,13.6068282,POINT (13.6068282 52.5416071),+49 30 99282525,,pwb-hellersdorf@peter-weiss-bibliothek.de,,https://www.peter-weiss-bibliothek.de/,,"Tu,We 14:00-18:00; PH off || ""nach Vereinbarung""",,,,,,terminal,,,,,,
